Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Этаж,Балкон или лоджия,Тип комнат,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Высота потолков,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Жилая площадь,Дополнительно,Стоимость ремонта,В доме,Запланирован снос
7200000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_343_m_49_et._7601346113?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,1,34.3 м²,10.3 м²,4 из 9,,,совмещенный,во двор,евро,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,кирпичный,1979,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,17.4 м²,,,газ,
9300000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_559_m_29_et._7762896808?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,2,55.9 м²,8.1 м²,2 из 9,лоджия,изолированные,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",альтернативная,возможна ипотека,панельный,1977,9,1,1,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,31.7 м²,гардеробная,от 719 000 ₽ за 55.9 м²,"мусоропровод, газ",
6350000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_442_m_25_et._7703556576?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,2,44.2 м²,7.2 м²,2 из 5,балкон,изолированные,раздельный,во двор,косметический,,"хранение одежды, спальные места",,свободная,возможна ипотека,панельный,1967,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,2.7 м,,,,,,29.7 м²,,,,
8300000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_523_m_1010_et._7845475775?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,2,52.3 м²,8.8 м²,10 из 10,лоджия,изолированные,раздельный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,2010,10,нет,1,"детская площадка, спортивная площадка",открытая во дворе,2.7 м,,,,,,32.2 м²,,от 672 000 ₽ за 52.3 м²,,
8700000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46_m_89_et._2201162768?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,2,46 м²,8 м²,8 из 9,"балкон, лоджия",изолированные,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,блочный,1970,9,1,,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,30 м²,,от 591 000 ₽ за 46 м²,,
7250000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_442_m_922_et._7656968302?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,1,44.2 м²,10.8 м²,9 из 22,лоджия,,совмещенный,"во двор, на солнечную сторону",косметический,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,,панельный,2013,22,3,2,детская площадка,"наземная многоуровневая, открытая во дворе",2.8 м,,,,,,19.3 м²,гардеробная,от 568 000 ₽ за 44.2 м²,,
9100000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_32_m_1520_et._7436264113?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,1,32 м²,14 м²,15 из 20,лоджия,,раздельный,на улицу,евро,,,,свободная,возможна ипотека,монолитный,2024,20,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе",,,,,,,10 м²,панорамные окна,,,
5350000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_302_m_25_et._7676976584?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,1,30.2 м²,6.8 м²,2 из 5,,,раздельный,во двор,косметический,,,,свободная,,панельный,1963,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,15.7 м²,,от 388 000 ₽ за 30.2 м²,газ,
9990000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_21_m_99_et._7425856886?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,студия,21 м²,,9 из 9,,,совмещенный,"на улицу, на солнечную сторону",дизайнерский,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,монолитно-кирпичный,2023,9,1,1,"закрытая территория, детская площадка, спортивная площадка",наземная многоуровневая,2.7 м,,,,,,15 м²,панорамные окна,,консьерж,
7650000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_391_m_816_et._7795823262?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,1,39.1 м²,9.8 м²,8 из 16,лоджия,,раздельный,на улицу,требует ремонта,,"кухня, хранение одежды, спальные места",холодильник,свободная,возможна ипотека,кирпичный,1977,16,2,,"детская площадка, спортивная площадка",открытая во дворе,2.7 м,,,,,,15.7 м²,гардеробная,от 782 000 ₽ за 39.1 м²,"консьерж, мусоропровод, газ",
3390000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_211_m_618_et._7686660693?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,студия,21.1 м²,,6 из 18,,,совмещенный,на улицу,косметический,,спальные места,,свободная,,панельный,2022,18,3,1,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,11 м²,,от 271 000 ₽ за 21.1 м²,,
10500000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_421_m_925_et._7778623948?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,1,42.1 м²,12.2 м²,9 из 25,лоджия,,раздельный,"во двор, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,монолитный,2016,25,1,1,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,22 м²,,,мусоропровод,
11000000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_649_m_46_et._3450414156?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,3,64.9 м²,9.1 м²,4 из 6,,"изолированные, смежные",раздельный,"на улицу, на солнечную сторону",требует ремонта,,,,свободная,,кирпичный,1903,6,1,нет,детская площадка,открытая во дворе,3.1 м,,,,,,43.6 м²,,от 1 298 000 ₽ за 64.9 м²,газ,
5500000,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_25_m_618_et._7630406485?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,студия,25 м²,,6 из 18,,,совмещенный,,евро,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",свободная,возможна ипотека,монолитный,2019,18,2,1,закрытая территория,подземная,2.7 м,,,,,,20.8 м²,,,консьерж,
8990000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_40_m_1425_et._7700128279?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,1,40 м²,17.6 м²,14 из 25,лоджия,,совмещенный,"на улицу, на солнечную сторону",евро,есть,,,свободная,возможна ипотека,монолитно-кирпичный,2023,25,2,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе",2.8 м,,,,,,10.8 м²,,,,
5000000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_241_m_45_et._7772509743?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,студия,24.1 м²,,4 из 5,лоджия,,совмещенный,на улицу,евро,есть,,,свободная,возможна ипотека,монолитный,2023,5,1,1,"закрытая территория, детская площадка, спортивная площадка","наземная многоуровневая, открытая во дворе",2.8 м,,,,,,18 м²,,,,
14190000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_694_m_810_et._7768793382?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,3,69.4 м²,8.2 м²,8 из 10,балкон,изолированные,раздельный,"во двор, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,,10,1,нет,детская площадка,открытая во дворе,2.5 м,,,,,,61.2 м²,,,мусоропровод,
6900000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_454_m_79_et._7718959945?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,2,45.4 м²,7 м²,7 из 9,балкон,изолированные,раздельный,"во двор, на улицу",дизайнерский,,кухня,,альтернативная,возможна ипотека,кирпичный,2012,9,1,1,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,28.1 м²,,,,
14900000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_54_m_67_et._4465434738?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,2,54 м²,9.6 м²,6 из 7,балкон,изолированные,совмещенный,"на улицу, на солнечную сторону",евро,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,кирпичный,1999,7,1,,"закрытая территория, детская площадка","открытая во дворе, за шлагбаумом во дворе",3 м,,,,,,32.8 м²,гардеробная,,"консьерж, мусоропровод",
9850000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_353_m_412_et._7853845935?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,1,35.3 м²,8.8 м²,4 из 12,балкон,,раздельный,во двор,евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,2014,12,1,1,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,18.6 м²,,,,
10000000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_303_m_78_et._7787458586?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGcFV2UXZxbWp2MTR4Q3hkIjt9yfEB0D8AAAA,1,30.3 м²,5.1 м²,7 из 8,,,совмещенный,"во двор, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места",стиральная машина,свободная,возможна ипотека,кирпичный,1964,8,1,нет,"детская площадка, спортивная площадка",открытая во дворе,2.5 м,,,,,,17.6 м²,,,газ,
8700000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46_m_89_et._2201162768?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,46 м²,8 м²,8 из 9,"балкон, лоджия",изолированные,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,блочный,1970,9,1,,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,30 м²,,от 591 000 ₽ за 46 м²,,
12300000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_517_m_312_et._7567905249?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,51.7 м²,15 м²,3 из 12,лоджия,изолированные,раздельный,во двор,дизайнерский,,кухня,,свободная,возможна ипотека,панельный,1988,12,1,1,"детская площадка, спортивная площадка",открытая во дворе,2.7 м,,,,,,29.9 м²,,,мусоропровод,
6199000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_251_m_1125_et._7676625081?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,студия,25.1 м²,,11 из 25,лоджия,,совмещенный,"во двор, на улицу",косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,монолитно-кирпичный,2016,25,2,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе, за шлагбаумом во дворе",,,,,,,,,от 323 000 ₽ за 25.1 м²,консьерж,
5700000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_25_m_1225_et._3389496396?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,студия,25 м²,,12 из 25,балкон,,совмещенный,во двор,евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,,монолитно-кирпичный,2020,25,2,1,"детская площадка, спортивная площадка",открытая во дворе,2.8 м,,,,,,18 м²,,,,
6200000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_34_m_45_et._4755692984?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,34 м²,7 м²,4 из 5,балкон,смежные,раздельный,во двор,евро,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,1970,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,2.5 м,,,,,,20 м²,,,газ,да
6200000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_26_m_1021_et._7720640152?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,студия,26 м²,,10 из 21,балкон,,совмещенный,во двор,требует ремонта,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,кирпичный,2008,21,2,1,"детская площадка, спортивная площадка",открытая во дворе,2.8 м,,,,,,19 м²,гардеробная,от 520 000 ₽ за 26 м²,,
17299999,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_609_m_512_et._7622951027?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,3,60.9 м²,9 м²,5 из 12,"балкон, лоджия",изолированные,раздельный,"во двор, на улицу, на солнечную сторону",евро,есть,"кухня, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,,монолитно-кирпичный,2012,12,1,1,"закрытая территория, детская площадка","подземная, за шлагбаумом во дворе",2.9 м,,,,,,45 м²,панорамные окна,,консьерж,
15500000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_63_m_57_et._4561114293?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,63 м²,10.7 м²,5 из 7,,изолированные,раздельный,во двор,евро,,"кухня, спальные места","стиральная машина, водонагреватель",свободная,возможна ипотека,кирпичный,1906,7,нет,нет,"закрытая территория, детская площадка",,3 м,,,,,,38.6 м²,,,газ,
6650000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_413_m_45_et._7729785136?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,3,41.3 м²,5.3 м²,4 из 5,,смежные,совмещенный,"во двор, на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,,панельный,1966,5,,,,,2.5 м,,,,,,30 м²,,от 531 000 ₽ за 41.3 м²,,
6000000,https://www.avito.ru/sankt-peterburg_krasnoye_selo/kvartiry/2-k._kvartira_458_m_19_et._3218002912?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,45.8 м²,6.3 м²,1 из 9,лоджия,изолированные,раздельный,,евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",альтернативная,,панельный,1979,9,1,,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,26.9 м²,,,"мусоропровод, газ",
12500000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_444_m_29_et._7716348170?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,44.4 м²,6.8 м²,2 из 9,балкон,изолированные,совмещенный,во двор,дизайнерский,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,панельный,1970,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,27.6 м²,,,газ,
11500000,https://www.avito.ru/sankt-peterburg_zelenogorsk/kvartiry/2-k._kvartira_481_m_36_et._7845489038?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,48.1 м²,7.4 м²,3 из 6,лоджия,изолированные,раздельный,"во двор, на солнечную сторону",косметический,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,1990,6,1,нет,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,26.3 м²,гардеробная,от 618 000 ₽ за 48.1 м²,газ,
6800000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_353_m_79_et._7469609040?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,35.3 м²,7.5 м²,7 из 9,балкон,,раздельный,во двор,требует ремонта,,"кухня, хранение одежды",стиральная машина,свободная,,панельный,1977,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,18 м²,гардеробная,от 706 000 ₽ за 35.3 м²,"мусоропровод, газ",
10550000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_678_m_421_et._7768091581?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,67.8 м²,12.8 м²,4 из 21,лоджия,изолированные,раздельный,"во двор, на улицу",требует ремонта,,,,свободная,возможна ипотека,панельный,2019,21,1,1,детская площадка,открытая во дворе,2.8 м,,,,,,40.5 м²,,от 1 356 000 ₽ за 67.8 м²,,
7450000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_504_m_35_et._7787935565?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,3,50.4 м²,7.2 м²,3 из 5,балкон,смежные,раздельный,во двор,косметический,,,,альтернативная,,панельный,1970,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,25.4 м²,,от 648 000 ₽ за 50.4 м²,газ,
8500000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_578_m_29_et._7642382764?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,3,57.8 м²,5.7 м²,2 из 9,балкон,"изолированные, смежные",раздельный,во двор,косметический,,,,свободная,возможна ипотека,кирпичный,1967,9,1,нет,,,,,,,,,41.5 м²,,от 743 000 ₽ за 57.8 м²,газ,
6150000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_319_m_45_et._7724571083?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,31.9 м²,5.5 м²,4 из 5,,,совмещенный,во двор,евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, водонагреватель",свободная,возможна ипотека,кирпичный,1963,5,нет,нет,детская площадка,открытая во дворе,2.5 м,,,,,,18.4 м²,,,газ,
8100000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46_m_99_et._7613513659?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,46 м²,6 м²,9 из 9,балкон,изолированные,раздельный,,косметический,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,1971,9,1,нет,детская площадка,открытая во дворе,,,,,,,32 м²,,от 591 000 ₽ за 46 м²,"мусоропровод, газ",
10600000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_405_m_725_et._1657714124?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,40.5 м²,11.2 м²,7 из 25,балкон,,раздельный,во двор,евро,,"кухня, хранение одежды","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,панельный,2016,25,2,1,,открытая во дворе,2.7 м,,,,,,15.4 м²,гардеробная,,"консьерж, мусоропровод",
11900000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_732_m_35_et._7762713601?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,3,73.2 м²,8.6 м²,3 из 5,,изолированные,раздельный,на улицу,требует ремонта,,кухня,"холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,кирпичный,1958,5,нет,нет,,открытая во дворе,3.1 м,,,,,,40 м²,,от 1 464 000 ₽ за 73.2 м²,газ,
10950000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_36_m_49_et._7771278888?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,36 м²,8 м²,4 из 9,балкон,,раздельный,"во двор, на солнечную сторону",дизайнерский,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,панельный,1977,9,1,,"детская площадка, спортивная площадка",открытая во дворе,2.7 м,,,,,,18 м²,гардеробная,,"мусоропровод, газ",
4500000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_297_m_33_et._7546427016?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,29.7 м²,5.1 м²,3 из 3,балкон,,совмещенный,во двор,требует ремонта,,,водонагреватель,свободная,возможна ипотека,кирпичный,1960,3,нет,нет,детская площадка,открытая во дворе,2.5 м,,,,,,16.5 м²,,от 594 000 ₽ за 29.7 м²,газ,
