Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Этаж,Балкон или лоджия,Тип комнат,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Высота потолков,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Жилая площадь,Дополнительно,Стоимость ремонта,В доме,Запланирован снос
3500000,https://www.avito.ru/sankt-peterburg_lomonosov/kvartiry/apartamenty-studiya_204_m_34_et._7786006493?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,студия,20.4 м²,,3 из 4,,,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,кирпичный,,4,нет,нет,,,,,,,,,20.4 м²,,,,
8999999,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_345_m_1625_et._7440589118?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,34.5 м²,10 м²,16 из 25,лоджия,,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,монолитный,,25,3,нет,,,,,,,,,15.4 м²,,,,
8500000,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_228_m_55_et._7568938043?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,студия,22.8 м²,,5 из 5,,,совмещенный,,дизайнерский,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,2023,5,1,1,закрытая территория,открытая во дворе,,,,,,,,,,,
13700000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_68_m_112_et._4483777370?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,2,68 м²,10.5 м²,1 из 12,,изолированные,раздельный,во двор,евро,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,монолитно-кирпичный,2007,12,2,нет,,,3.1 м,,,,,,39.2 м²,,,,
5700000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_29_m_69_et._7545340580?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,29 м²,7 м²,6 из 9,,,раздельный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,1969,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,16 м²,,,газ,
23500000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_95_m_712_et._7742571616?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,3,95 м²,20 м²,7 из 12,,изолированные,совмещенный,,требует ремонта,,,,свободная,,монолитно-кирпичный,2023,12,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,,,от 1 900 000 ₽ за 95 м²,,
8250000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_327_m_513_et._7435710732?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,32.7 м²,12.6 м²,5 из 13,балкон,,совмещенный,"во двор, на солнечную сторону",евро,,,,свободная,,монолитно-кирпичный,2024,13,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,2.8 м,,,,,,10 м²,гардеробная,,,
6250000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_26_m_625_et._7776561263?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,студия,26 м²,,6 из 25,,,совмещенный,во двор,евро,,,,свободная,,монолитный,2024,25,2,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,,,,,,,17.8 м²,,,,
7590000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_372_m_727_et._7369993431?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,37.2 м²,10 м²,7 из 27,лоджия,,раздельный,,требует ремонта,,,,свободная,возможна ипотека,монолитный,2012,27,1,1,,открытая во дворе,2.6 м,,,,,,22 м²,,,,
11500000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_403_m_25_et._7488241312?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,студия,40.3 м²,,2 из 5,,,совмещенный,во двор,косметический,,,водонагреватель,свободная,возможна ипотека,кирпичный,1912,5,1,нет,закрытая территория,за шлагбаумом во дворе,3.2 м,,,,,,32.2 м²,,,консьерж,
8897000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_398_m_1827_et._7622139767?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,39.8 м²,10 м²,18 из 27,балкон,,раздельный,"во двор, на улицу",евро,,,,свободная,,монолитно-кирпичный,,27,,,,,2.8 м,,,,,,16 м²,,,,
15500000,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_833_m_36_et._7359997975?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,4,83.3 м²,10.8 м²,3 из 6,,изолированные,раздельный,"на улицу, на солнечную сторону",косметический,,,,свободная,возможна ипотека,кирпичный,1909,6,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,3.1 м,,,,,,55.5 м²,,от 1 071 000 ₽ за 83.3 м²,газ,
8400000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_43_m_99_et._7485471677?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,2,43 м²,6 м²,9 из 9,,изолированные,раздельный,на улицу,косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,1971,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,2.5 м,,,,,,30 м²,,от 553 000 ₽ за 43 м²,газ,
6990000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_417_m_15_et._7817445231?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,41.7 м²,13.9 м²,1 из 5,,,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,монолитно-кирпичный,2016,5,1,1,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,15.5 м²,,от 536 000 ₽ за 41.7 м²,мусоропровод,
4900000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_232_m_1424_et._7650169329?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,студия,23.2 м²,,14 из 24,лоджия,,совмещенный,во двор,косметический,,"кухня, хранение одежды, спальные места",стиральная машина,свободная,возможна ипотека,кирпичный,2019,24,1,2,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,16.5 м²,,от 298 000 ₽ за 23.2 м²,,
8200000,https://www.avito.ru/sankt-peterburg_kronstadt/kvartiry/1-k._kvartira_401_m_24_et._7715220620?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,40.1 м²,11 м²,2 из 4,,,совмещенный,во двор,евро,,,,альтернативная,,кирпичный,1939,4,,,"детская площадка, спортивная площадка",открытая во дворе,3 м,,,,,,19.8 м²,,,газ,
25500000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_827_m_1017_et._7827529511?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,3,82.7 м²,15.3 м²,10 из 17,лоджия,изолированные,"совмещенный, раздельный","во двор, на улицу",евро,,кухня,холодильник,альтернативная,возможна ипотека,монолитный,2019,17,1,1,"детская площадка, спортивная площадка",открытая во дворе,2.8 м,,,,,,46 м²,,,консьерж,
20000000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_846_m_45_et._7786639523?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,3,84.6 м²,15 м²,4 из 5,балкон,изолированные,раздельный,на улицу,евро,,"кухня, хранение одежды, спальные места",,свободная,,кирпичный,1882,5,1,1,закрытая территория,за шлагбаумом во дворе,3 м,,,,,,53 м²,,,,
7200000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_38_m_212_et._7679598859?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,38 м²,12 м²,2 из 12,лоджия,,раздельный,на улицу,косметический,,,,альтернативная,возможна ипотека,монолитный,2019,12,2,нет,,,,,,,,,16.9 м²,,,,
18000000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_794_m_2225_et._7730085459?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,3,79.4 м²,9.5 м²,22 из 25,лоджия,изолированные,раздельный,во двор,евро,,кухня,"холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,монолитный,2018,25,2,2,"детская площадка, спортивная площадка","наземная многоуровневая, открытая во дворе",2.7 м,,,,,,49.9 м²,,,,
13990000,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_868_m_19_et._7702588417?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,4,86.8 м²,20.1 м²,1 из 9,,изолированные,совмещенный,во двор,дизайнерский,,,,свободная,возможна ипотека,кирпичный,1981,9,1,1,,,2.5 м,,,,,,60.5 м²,,,,
7010000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_298_m_34_et._7831744243?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,студия,29.8 м²,,3 из 4,,,совмещенный,,дизайнерский,,,,свободная,,кирпичный,,4,нет,нет,закрытая территория,за шлагбаумом во дворе,,,,,,,,,,газ,
12200000,https://www.avito.ru/sankt-peterburg_sestroretsk/kvartiry/2-k._kvartira_49_m_25_et._3090061211?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,2,49 м²,7.4 м²,2 из 5,балкон,изолированные,раздельный,во двор,евро,,,,альтернативная,возможна ипотека,кирпичный,,5,нет,нет,,,,,,,,,29.9 м²,,,газ,
9360000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_287_m_45_et._7723425629?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,студия,28.7 м²,,4 из 5,,,совмещенный,на улицу,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, водонагреватель",свободная,,кирпичный,1932,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,2.8 м,,,,,,24.3 м²,,,,
7699999,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_40_m_516_et._7713952833?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,40 м²,10.3 м²,5 из 16,балкон,,раздельный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,1986,16,1,1,,открытая во дворе,2.7 м,,,,,,20.1 м²,,от 514 000 ₽ за 40 м²,,
15350000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_49_m_15_et._7444530092?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,3,49 м²,6 м²,1 из 5,,изолированные,совмещенный,во двор,евро,,,,свободная,возможна ипотека,кирпичный,1878,5,1,нет,"закрытая территория, детская площадка","открытая во дворе, за шлагбаумом во дворе",3.1 м,,,,,,40 м²,,,,
8800000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_364_m_2021_et._7794984529?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,36.4 м²,9.4 м²,20 из 21,балкон,,раздельный,во двор,евро,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,монолитно-кирпичный,2016,21,1,1,,,2.8 м,,,,,,14.5 м²,,,,
19900000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_961_m_44_et._7771034357?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,3,96.1 м²,10.4 м²,4 из 4,,изолированные,совмещенный,во двор,евро,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,кирпичный,1852,4,нет,нет,закрытая территория,открытая во дворе,3 м,,,,,,54.4 м²,,,газ,
4031025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_237_m_410_et._7758348115?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,студия,23.7 м²,,4 из 10,,,,,,,,,,,монолитный,,10,1,1,,,,чистовая,UР-квартал «Новый Московский»,Корпус 4,ДДУ по ФЗ 214,Сдача в 4 кв. 2027,16.6 м²,,,,
6990000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_334_m_49_et._7713631120?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,33.4 м²,8 м²,4 из 9,,,раздельный,"на улицу, на солнечную сторону",евро,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, водонагреватель",свободная,возможна ипотека,панельный,1977,9,1,нет,детская площадка,открытая во дворе,2.7 м,,,,,,18 м²,,,"мусоропровод, газ",да
5716083,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_363_m_111_et._4621777255?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,36.3 м²,10.8 м²,1 из 11,лоджия,,,во двор,косметический,,,,свободная,,монолитно-кирпичный,,11,,,,,,,,,,,13.5 м²,гардеробная,от 467 000 ₽ за 36.3 м²,,
7499000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_464_m_1010_et._7786498890?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,1,46.4 м²,13.3 м²,10 из 10,лоджия,,раздельный,"во двор, на солнечную сторону",требует ремонта,,"кухня, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,1996,10,1,нет,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,18.7 м²,,от 928 000 ₽ за 46.4 м²,"мусоропровод, газ",
14300000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_58_m_56_et._7724609699?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkWW5UZFZneFZXREJxVUNlIjt9BKEw9T8AAAA,2,58 м²,9.4 м²,5 из 6,,изолированные,раздельный,во двор,требует ремонта,,кухня,,свободная,возможна ипотека,кирпичный,1908,6,нет,нет,закрытая территория,за шлагбаумом во дворе,3 м,,,,,,38.1 м²,,от 1 160 000 ₽ за 58 м²,газ,
