Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Этаж,Дополнительно,Тип комнат,Санузел,Окна,Ремонт,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Жилая площадь,Высота потолков,Отделка,Название новостройки,Тип участия,Срок сдачи,"Корпус, строение",Стоимость ремонта,Балкон или лоджия,Тёплый пол,Запланирован снос
53000000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_92_m_1519_et._7812943944?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6WG5XeERBWEZSQ1dsaTY3Ijt9dsAWBD8AAAA,3,92 м²,14 м²,15 из 19,,изолированные,совмещенный,"во двор, на улицу",дизайнерский,,,свободная,,монолитный,2018,19,1,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,67 м²,3 м,,,,,,,лоджия,,
36900000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_984_m_1525_et._7778772359?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6WG5XeERBWEZSQ1dsaTY3Ijt9dsAWBD8AAAA,3,98.4 м²,19.7 м²,15 из 25,панорамные окна,изолированные,раздельный,на солнечную сторону,требует ремонта,,,свободная,,монолитный,2021,25,,,,"закрытая территория, детская площадка, спортивная площадка",подземная,52.7 м²,,,,,,,от 1 624 000 ₽ за 98.4 м²,,,
48000000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_75_m_812_et._7786670516?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6WG5XeERBWEZSQ1dsaTY3Ijt9dsAWBD8AAAA,2,75 м²,19 м²,8 из 12,гардеробная,изолированные,совмещенный,"во двор, на улицу, на солнечную сторону",дизайнерский,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,монолитный,2019,12,2,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,,,лоджия,есть,
10900000,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_236_m_1739_et._7742621339?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6WG5XeERBWEZSQ1dsaTY3Ijt9dsAWBD8AAAA,студия,23.6 м²,,17 из 39,,,совмещенный,во двор,евро,"кухня, хранение одежды, спальные места",холодильник,свободная,,монолитный,2020,39,1,,консьерж,,подземная,11.4 м²,,,,,,,,,,
36500000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_84_m_725_et._4071817221?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6WG5XeERBWEZSQ1dsaTY3Ijt9dsAWBD8AAAA,3,84 м²,20 м²,7 из 25,"гардеробная, панорамные окна",изолированные,совмещенный,"во двор, на улицу, на солнечную сторону",дизайнерский,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитный,2021,25,2,1,"консьерж, мусоропровод","закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,,,лоджия,есть,
10850000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_374_m_39_et._7787124324?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6WG5XeERBWEZSQ1dsaTY3Ijt9dsAWBD8AAAA,2,37.4 м²,7 м²,3 из 9,,смежные,совмещенный,,требует ремонта,,,свободная,возможна ипотека,блочный,1964,9,,1,,,,,2.6 м,,,,,,,,,
37000000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_88_m_825_et._7425685343?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,88 м²,16 м²,8 из 25,,изолированные,совмещенный,на улицу,косметический,,,свободная,,монолитный,2022,25,2,1,,"детская площадка, спортивная площадка",подземная,,3 м,,,,,,,,,
30000000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_62_m_2024_et._7530377431?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,2,62 м²,14 м²,20 из 24,"гардеробная, панорамные окна",изолированные,совмещенный,на солнечную сторону,дизайнерский,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,монолитный,2020,24,2,2,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,,,лоджия,есть,
47000000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_1094_m_322_et._7809042302?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,109.4 м²,16.7 м²,3 из 22,,изолированные,совмещенный,во двор,евро,,,свободная,возможна ипотека,монолитный,2001,22,1,1,"консьерж, мусоропровод","закрытая территория, детская площадка, спортивная площадка",подземная,58.7 м²,,,,,,,,лоджия,,
18800000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_65_m_512_et._7298120661?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,65 м²,7 м²,5 из 12,,изолированные,раздельный,во двор,косметический,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",альтернативная,возможна ипотека,панельный,1980,12,2,нет,мусоропровод,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",45 м²,2.7 м,,,,,,от 555 000 ₽ за 65 м²,балкон,,
22400000,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_753_m_214_et._7650217434?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,4,75.3 м²,8.2 м²,2 из 14,,изолированные,раздельный,"во двор, на улицу",косметический,"кухня, хранение одежды, спальные места",,альтернативная,возможна ипотека,панельный,1985,14,2,нет,,,,52.2 м²,,,,,,,,лоджия,,
17500000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_75_m_1617_et._7657149204?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,75 м²,10 м²,16 из 17,,изолированные,раздельный,"во двор, на улицу",дизайнерский,,,свободная,возможна ипотека,панельный,2016,17,1,1,,,открытая во дворе,44 м²,,,,,,,,лоджия,,
57760000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_121_m_2028_et._7800559916?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,121 м²,24 м²,20 из 28,,изолированные,раздельный,на улицу,дизайнерский,,,свободная,возможна ипотека,монолитный,2025,28,2,1,консьерж,закрытая территория,подземная,,,,,,,,,,,
6650000,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_249_m_59_et._7758057617?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,студия,24.9 м²,,5 из 9,,,совмещенный,во двор,требует ремонта,,,свободная,возможна ипотека,монолитно-кирпичный,,9,1,1,,"детская площадка, спортивная площадка",открытая во дворе,17.2 м²,2.8 м,,,,,,от 411 000 ₽ за 24.9 м²,лоджия,,
39600000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_99_m_1749_et._7594406059?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,99 м²,28 м²,17 из 49,"гардеробная, панорамные окна",изолированные,"совмещенный, раздельный",на улицу,требует ремонта,,,свободная,возможна ипотека,монолитно-кирпичный,2025,49,2,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,3 м,,,,,,,,,
42950000,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_104_m_2227_et._7768774334?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,4,104 м²,21 м²,22 из 27,,изолированные,раздельный,на улицу,дизайнерский,,,свободная,возможна ипотека,монолитно-кирпичный,2022,27,2,1,консьерж,закрытая территория,подземная,,,,,,,,,,,
3300000,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_19_et._7831086436?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,студия,10 м²,,1 из 9,,,совмещенный,,косметический,,,свободная,,панельный,1978,9,1,нет,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,,от 85 000 ₽ за 10 м²,,,
37500000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_75_m_37_et._7710632167?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,2,75 м²,10.7 м²,3 из 7,гардеробная,изолированные,раздельный,во двор,дизайнерский,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитно-кирпичный,2019,7,1,1,консьерж,"закрытая территория, детская площадка",подземная,35.9 м²,,,,,,,,балкон,есть,
115000000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_152_m_119_et._7809565153?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,152 м²,45 м²,1 из 19,,изолированные,совмещенный,"во двор, на улицу",дизайнерский,,,свободная,возможна ипотека,монолитный,,19,,,,,,84 м²,,,,,,,,лоджия,,
15500000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_382_m_712_et._7761510182?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,2,38.2 м²,6.4 м²,7 из 12,,изолированные,раздельный,на улицу,косметический,,,свободная,возможна ипотека,блочный,1967,12,2,,,,открытая во дворе,23.3 м²,2.5 м,,,,,,от 326 000 ₽ за 38.2 м²,балкон,,
39700000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_833_m_810_et._7813572679?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,83.3 м²,19.5 м²,8 из 10,,изолированные,совмещенный,,дизайнерский,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,,кирпичный,2004,10,1,1,"консьерж, мусоропровод","закрытая территория, детская площадка, спортивная площадка","подземная, наземная многоуровневая, открытая во дворе, за шлагбаумом во дворе",,3 м,,,,,,,,,
68783600,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_80_m_57_et._7770477135?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,80 м²,45 м²,5 из 7,,изолированные,раздельный,на улицу,дизайнерский,,,свободная,возможна ипотека,кирпичный,2016,7,1,1,консьерж,закрытая территория,подземная,,,,,,,,,,,
22500000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_76_m_117_et._4213324159?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,76 м²,10.5 м²,1 из 17,,изолированные,раздельный,во двор,косметический,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",альтернативная,возможна ипотека,панельный,1994,17,1,1,"консьерж, мусоропровод","детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",46 м²,,,,,,,от 649 000 ₽ за 76 м²,,,
10600000,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_392_m_220_et._7443984837?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,2,39.2 м²,5 м²,2 из 20,,изолированные,совмещенный,во двор,дизайнерский,,,свободная,возможна ипотека,монолитный,2020,20,1,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,30 м²,,,,,,,,,есть,да
30000000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_63_m_1415_et._7279424284?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,2,63 м²,8 м²,14 из 15,,изолированные,,на улицу,требует ремонта,,,свободная,возможна ипотека,монолитный,,15,,,,,,37 м²,,,,,,,,,,
40000000,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_912_m_2146_et._7778520394?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,4,91.2 м²,23.8 м²,21 из 46,,изолированные,раздельный,во двор,требует ремонта,,,свободная,возможна ипотека,монолитно-кирпичный,2023,46,3,2,консьерж,закрытая территория,подземная,,,,,,,,,лоджия,,
2097000,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_161_m_14_et._7780859814?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,студия,16.1 м²,,1 из 4,,,совмещенный,на солнечную сторону,косметический,,,свободная,,кирпичный,1960,4,нет,нет,,детская площадка,открытая во дворе,7.7 м²,2.9 м,,,,,,,,,
38600000,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_967_m_45_et._7455803377?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,4,96.7 м²,10 м²,4 из 5,,изолированные,раздельный,"во двор, на улицу",евро,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",альтернативная,возможна ипотека,кирпичный,,5,,,,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,,,,,,,,,,
10800000,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_912_et._7439663244?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,1,40 м²,8.3 м²,9 из 12,,,раздельный,на улицу,требует ремонта,,,свободная,возможна ипотека,панельный,,12,1,,,,,21 м²,2.6 м,,,,,,,балкон,,
44300000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_59_m_79_et._7785859803?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,2,59 м²,8 м²,7 из 9,,изолированные,раздельный,,дизайнерский,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитный,2019,9,2,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,,3.1 м,,,,,,,,,
40220000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_91_m_614_et._7748069035?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,91 м²,23 м²,6 из 14,,изолированные,совмещенный,на солнечную сторону,требует ремонта,,,свободная,,кирпичный,1979,14,1,нет,"консьерж, мусоропровод","закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,,,,,,,от 1 502 000 ₽ за 91 м²,,,
96000000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_101_m_47_et._7633016119?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,101 м²,21 м²,4 из 7,,"изолированные, смежные",совмещенный,во двор,дизайнерский,"кухня, хранение одежды, спальные места","кондиционер, холодильник, плита, микроволновка, стиральная машина, посудомоечная машина, водонагреватель, телевизор, фен, утюг",свободная,возможна ипотека,монолитный,,7,2,,"консьерж, мусоропровод, газ","закрытая территория, детская площадка, спортивная площадка",,,,,,,,,,,,
21500000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_60_m_1616_et._7558595883?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,2,60 м²,18 м²,16 из 16,,изолированные,раздельный,"во двор, на солнечную сторону",дизайнерский,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,панельный,1991,16,1,1,"консьерж, мусоропровод","детская площадка, спортивная площадка",открытая во дворе,22 м²,,,,,,,,,есть,
16000000,https://www.avito.ru/moskva/kvartiry/3-k._apartamenty_77_m_216_et._3959020858?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,77 м²,10 м²,2 из 16,,изолированные,раздельный,во двор,требует ремонта,,,свободная,,панельный,,16,,,,,,,,,,,,,от 1 271 000 ₽ за 77 м²,,,
15200000,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_357_m_1014_et._7440433760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,1,35.7 м²,8 м²,10 из 14,,,раздельный,,евро,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина, телевизор",свободная,возможна ипотека,кирпичный,1972,14,1,1,"консьерж, мусоропровод",,открытая во дворе,,2.7 м,,,,,,,лоджия,,
11500000,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_379_m_1517_et._7650343193?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,1,37.9 м²,8.4 м²,15 из 17,,,совмещенный,на улицу,дизайнерский,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,1992,17,1,1,мусоропровод,,,18.9 м²,2.6 м,,,,,,,лоджия,,
17700000,https://www.avito.ru/moskva_zelenograd/kvartiry/2-k._kvartira_702_m_511_et._7779177928?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,2,70.2 м²,15 м²,5 из 11,,изолированные,,,косметический,,,свободная,,панельный,,11,нет,нет,,,,36 м²,,,,,,,,,,
79990000,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_115_m_711_et._7596886068?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,4,115 м²,10 м²,7 из 11,,"изолированные, смежные",совмещенный,"во двор, на улицу",евро,,,свободная,возможна ипотека,кирпичный,1940,11,2,нет,,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,3.3 м,,,,,,,"балкон, лоджия",,
10100000,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_327_m_1112_et._7510358659?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,1,32.7 м²,6.5 м²,11 из 12,,,раздельный,на улицу,косметический,кухня,,свободная,возможна ипотека,панельный,1974,12,2,нет,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,18 м²,2.7 м,,,,,,от 279 000 ₽ за 32.7 м²,лоджия,,
6999000,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_20_m_112_et._7759098554?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,студия,20 м²,,1 из 12,,,совмещенный,во двор,косметический,,,свободная,,панельный,,12,2,нет,,,,,,,,,,,,лоджия,,
144000000,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_160_m_79_et._7830705477?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,4,160 м²,29 м²,7 из 9,"гардеробная, панорамные окна",изолированные,совмещенный,"во двор, на солнечную сторону",дизайнерский,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитный,2011,9,1,1,,"закрытая территория, детская площадка",подземная,,3 м,,,,,,,,есть,
14500000,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_63_m_612_et._7801135398?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,4,63 м²,6 м²,6 из 12,,"изолированные, смежные",раздельный,"во двор, на улицу",косметический,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,1973,12,2,нет,"мусоропровод, газ",,,46.3 м²,2.5 м,,,,,,,балкон,,
22752800,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_351_m_1112_et._7772866754?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,1,35.1 м²,9.8 м²,11 из 12,,,совмещенный,во двор,дизайнерский,"кухня, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,блочный,1969,12,1,2,мусоропровод,,за шлагбаумом во дворе,19.8 м²,,,,,,,,,,
35230000,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_90_m_1518_et._7885316763?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,3,90 м²,20 м²,15 из 18,,изолированные,совмещенный,во двор,требует ремонта,,,свободная,,монолитный,2005,18,1,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,,от 1 485 000 ₽ за 90 м²,,,
41000000,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_981_m_1012_et._7729159946?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,4,98.1 м²,11 м²,10 из 12,,"изолированные, смежные",раздельный,на улицу,косметический,,,свободная,возможна ипотека,кирпичный,1987,12,2,нет,мусоропровод,,,57.5 м²,,,,,,,,лоджия,,
13700000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_621_m_225_et._7603156795?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,2,62.1 м²,11.7 м²,2 из 25,,изолированные,"совмещенный, раздельный",во двор,косметический,,,свободная,возможна ипотека,монолитный,2022,25,,,,,открытая во дворе,36.8 м²,2.7 м,,,,,,от 531 000 ₽ за 62.1 м²,лоджия,,
13000000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_402_m_29_et._7767306880?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUnNUQVNCYlJTTEdUMDZaIjt98L1xlj8AAAA,2,40.2 м²,6 м²,2 из 9,,изолированные,совмещенный,на улицу,евро,,,свободная,возможна ипотека,кирпичный,1967,9,,,,,открытая во дворе,25 м²,,,,,,,,,,
