Цена,Ссылка,Количество комнат,Общая площадь,Жилая площадь,Этаж,Балкон или лоджия,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Запланирован снос,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Площадь кухни,Тип комнат,Отделка,Название новостройки,Тип участия,Срок сдачи,"Корпус, строение",Стоимость ремонта,Дополнительно,В доме
3150000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_284_m_35_et._7500649904?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,1,28.4 м²,15.1 м²,3 из 5,балкон,2.5 м,раздельный,во двор,косметический,,,,свободная,возможна ипотека,панельный,1978,,5,,,,открытая во дворе,5.6 м²,,,,,,,,,
5500000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_254_m_1326_et._7831380117?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,студия,25.4 м²,11.8 м²,13 из 26,лоджия,,совмещенный,на улицу,требует ремонта,,,,свободная,возможна ипотека,монолитно-кирпичный,2025,,26,,,,подземная,,,,,,,,,,
6300000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_30_m_2026_et._7724774503?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,студия,30 м²,19 м²,20 из 26,лоджия,2.7 м,совмещенный,на солнечную сторону,евро,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитно-кирпичный,2024,,26,2,2,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",,,,,,,,,,
4290000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_68_m_23_et._7607123757?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,3,68 м²,42.6 м²,2 из 3,балкон,,совмещенный,"во двор, на улицу",евро,,,,свободная,,кирпичный,1930,,3,,,,,8 м²,изолированные,,,,,,,,
4650000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_51_m_19_et._4761645524?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,2,51 м²,30.1 м²,1 из 9,,2.7 м,раздельный,на улицу,косметический,,,,альтернативная,возможна ипотека,панельный,1982,,9,1,,,открытая во дворе,9 м²,изолированные,,,,,,,,
8777778.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_49_m_34_et._7703442653?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,2,49 м²,25 м²,3 из 4,балкон,3 м,раздельный,на улицу,евро,,,,свободная,возможна ипотека,кирпичный,1955,,4,,,,открытая во дворе,7.5 м²,изолированные,,,,,,,,
4499000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_33_m_417_et._7736953379?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,1,33 м²,15.3 м²,4 из 17,балкон,2.5 м,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,кирпичный,2019,,17,,,,открытая во дворе,9.3 м²,,,,,,,,,
5400000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_494_m_710_et._7576986894?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,2,49.4 м²,28.6 м²,7 из 10,балкон,2.7 м,раздельный,на улицу,евро,,,,альтернативная,возможна ипотека,кирпичный,1997,,10,1,нет,,открытая во дворе,7.8 м²,изолированные,,,,,,,,
5500000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_292_m_59_et._7724858542?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,1,29.2 м²,16.8 м²,5 из 9,лоджия,2.8 м,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,панельный,1997,,9,1,,,,5.1 м²,,,,,,,,,
7400000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_775_m_13_et._7607419579?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,3,77.5 м²,,1 из 3,балкон,2.7 м,раздельный,"во двор, на солнечную сторону",требует ремонта,,,,свободная,возможна ипотека,кирпичный,2024,,3,,,"закрытая территория, детская площадка, спортивная площадка","наземная многоуровневая, открытая во дворе",17.3 м²,изолированные,,,,,,,панорамные окна,
4300000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_43_m_55_et._7736955490?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,2,43 м²,29.3 м²,5 из 5,балкон,2.5 м,совмещенный,на улицу,требует ремонта,,,,свободная,возможна ипотека,панельный,1967,,5,нет,нет,,,5.8 м²,изолированные,,,,,,от 602 000 ₽ за 43 м²,,
2400000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_198_m_1117_et._7769029686?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,студия,19.8 м²,8 м²,11 из 17,лоджия,,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,2015,,17,1,1,,открытая во дворе,,,,,,,,,,
12800000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_774_m_15_et._7415655255?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,3,77.4 м²,51.7 м²,1 из 5,,3 м,совмещенный,"во двор, на улицу",евро,,,,свободная,возможна ипотека,кирпичный,1957,,5,,,,,9.3 м²,смежные,,,,,,,,
3500000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_35_m_13_et._7724417457?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,2,35 м²,,1 из 3,,2.8 м,раздельный,,евро,,,,свободная,возможна ипотека,кирпичный,1950,,3,,,,,10 м²,смежные,,,,,,,,
3680000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_335_m_910_et._7500789420?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,1,33.5 м²,16.7 м²,9 из 10,балкон,2.6 м,раздельный,во двор,евро,,,,свободная,возможна ипотека,панельный,2014,,10,1,,,открытая во дворе,8.9 м²,,,,,,,,,
3700000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_32_m_717_et._7705247691?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,1,32 м²,16 м²,7 из 17,лоджия,2.7 м,совмещенный,во двор,требует ремонта,,,,свободная,возможна ипотека,панельный,2024,,17,1,,,открытая во дворе,5 м²,,,,,,,,,
6700000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_396_m_2226_et._7831184158?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,1,39.6 м²,15 м²,22 из 26,лоджия,,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,монолитный,2013,,26,,,,открытая во дворе,12 м²,,,,,,,,,
12700000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_1048_m_2426_et._7801012041?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,3,104.8 м²,65.1 м²,24 из 26,лоджия,,"совмещенный, раздельный",на улицу,евро,,,,свободная,возможна ипотека,монолитно-кирпичный,2021,,26,,,,,15.2 м²,изолированные,,,,,,,,
4500000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_582_m_510_et._7577819294?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,2,58.2 м²,38 м²,5 из 10,,2.7 м,раздельный,во двор,косметический,,,,свободная,возможна ипотека,панельный,2017,,10,1,1,,открытая во дворе,8 м²,изолированные,,,,,,от 499 000 ₽ за 58.2 м²,,
3500000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_383_m_510_et._7767183987?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,студия,38.3 м²,28 м²,5 из 10,балкон,2.7 м,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,панельный,2012,,10,,,,открытая во дворе,,,,,,,,,,
5200000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_608_m_55_et._7703845598?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,3,60.8 м²,37.9 м²,5 из 5,лоджия,2.5 м,раздельный,на улицу,требует ремонта,,,,свободная,возможна ипотека,кирпичный,1969,,5,,,,открытая во дворе,13.6 м²,изолированные,,,,,,,,
7500000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_515_m_318_et._7319835912?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,1,51.5 м²,13.3 м²,3 из 18,балкон,2.8 м,совмещенный,во двор,требует ремонта,,,,свободная,возможна ипотека,монолитный,2025,,18,1,1,,подземная,20.8 м²,,,,,,,,,
6900000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_471_m_717_et._7577880744?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,2,47.1 м²,23.6 м²,7 из 17,лоджия,2.7 м,совмещенный,на улицу,косметический,,,,альтернативная,возможна ипотека,монолитно-кирпичный,2015,,17,1,1,,открытая во дворе,12.1 м²,изолированные,,,,,,,,
1500000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_106_m_39_et._7436052389?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmWjJCbEptU0cxRktDYUY3Ijt9KyRCWj8AAAA,студия,10.6 м²,,3 из 9,,2.5 м,раздельный,,косметический,,,,свободная,возможна ипотека,кирпичный,1987,,9,1,,,,,,,,,,,,,
14000000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_661_m_68_et._7737664174?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,3,66.1 м²,36.2 м²,6 из 8,лоджия,2.8 м,"совмещенный, раздельный",во двор,евро,,,,свободная,возможна ипотека,монолитно-кирпичный,2021,,8,1,1,,подземная,10 м²,изолированные,,,,,,,,
5150000.0,https://www.avito.ru/novosibirsk/kvartiry/4-k._kvartira_742_m_89_et._4524848452?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,4,74.2 м²,,8 из 9,балкон,2.8 м,раздельный,во двор,косметический,,,,свободная,возможна ипотека,панельный,1969,,9,1,,,,7 м²,изолированные,,,,,,,,
5600000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_569_m_89_et._3961915438?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,3,56.9 м²,37.7 м²,8 из 9,лоджия,2.5 м,раздельный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,1972,,9,1,нет,,открытая во дворе,6.9 м²,изолированные,,,,,,от 488 000 ₽ за 56.9 м²,,
4499000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_45_m_55_et._7737890953?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,2,45 м²,33 м²,5 из 5,балкон,2.7 м,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,кирпичный,1962,,5,нет,нет,,,6 м²,изолированные,,,,,,от 386 000 ₽ за 45 м²,,
5500000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_292_m_59_et._7724858542?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,1,29.2 м²,16.8 м²,5 из 9,лоджия,2.8 м,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,панельный,1997,,9,1,,,,5.1 м²,,,,,,,,,
7500000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_515_m_318_et._7319835912?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,1,51.5 м²,13.3 м²,3 из 18,балкон,2.8 м,совмещенный,во двор,требует ремонта,,,,свободная,возможна ипотека,монолитный,2025,,18,1,1,,подземная,20.8 м²,,,,,,,,,
3700000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_32_m_717_et._7705247691?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,1,32 м²,16 м²,7 из 17,лоджия,2.7 м,совмещенный,во двор,требует ремонта,,,,свободная,возможна ипотека,панельный,2024,,17,1,,,открытая во дворе,5 м²,,,,,,,,,
11000000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_756_m_630_et._7735301878?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,3,75.6 м²,,6 из 30,,,совмещенный,"на улицу, на солнечную сторону",требует ремонта,,,,свободная,возможна ипотека,монолитный,2025,,30,3,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе",25 м²,изолированные,,,,,,,панорамные окна,консьерж
5050000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_668_m_615_et._7705594791?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,2,66.8 м²,31.2 м²,6 из 15,лоджия,,раздельный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,2024,,15,,,,открытая во дворе,16.1 м²,изолированные,,,,,,,,
6700000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_396_m_2226_et._7831184158?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,1,39.6 м²,15 м²,22 из 26,лоджия,,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,монолитный,2013,,26,,,,открытая во дворе,12 м²,,,,,,,,,
7400000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_60_m_89_et._7577191772?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,3,60 м²,40 м²,8 из 9,лоджия,2.5 м,раздельный,,косметический,,,,свободная,возможна ипотека,панельный,1977,,9,1,нет,,открытая во дворе,7 м²,изолированные,,,,,,от 514 000 ₽ за 60 м²,,
5500000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_76_m_810_et._7769062968?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,2,76 м²,52 м²,8 из 10,,,раздельный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,2010,,10,,,,,14 м²,изолированные,,,,,,,,
4300000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_356_m_35_et._7769899837?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,2,35.6 м²,23.8 м²,3 из 5,балкон,2.5 м,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,кирпичный,1961,,5,нет,нет,,,5.8 м²,изолированные,,,,,,от 305 000 ₽ за 35.6 м²,,
4400000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_309_m_19_et._7769059025?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,1,30.9 м²,17 м²,1 из 9,лоджия,,совмещенный,на улицу,евро,,,,свободная,возможна ипотека,панельный,1977,,9,,,,,7 м²,,,,,,,,,
16900000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_1045_m_416_et._7769202198?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,3,104.5 м²,45 м²,4 из 16,лоджия,3 м,раздельный,на улицу,евро,,,,свободная,возможна ипотека,монолитно-кирпичный,2000,,16,1,,,подземная,16 м²,изолированные,,,,,,,,
4700000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_20_m_1112_et._7641378789?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,студия,20 м²,14 м²,11 из 12,лоджия,2.5 м,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,монолитный,2022,,12,нет,2,,открытая во дворе,,,,,,,,от 171 000 ₽ за 20 м²,,
6300000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_30_m_2026_et._7724774503?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZTFBwM0xld1ZZS204Mnk0Ijt95ErtiD8AAAA,студия,30 м²,19 м²,20 из 26,лоджия,2.7 м,совмещенный,на солнечную сторону,евро,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитно-кирпичный,2024,,26,2,2,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",,,,,,,,,,
