Цена,Ссылка,Количество комнат,Общая площадь,Жилая площадь,Этаж,Балкон или лоджия,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Запланирован снос,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Площадь кухни,Тип комнат,Отделка,Название новостройки,Тип участия,Срок сдачи,"Корпус, строение",Стоимость ремонта,Дополнительно,В доме
7300000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_43_m_89_et._7808899714?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWUUZFbnVMZGFxSHJwc0xvIjt9-fXEEj8AAAA,2,43 м²,35 м²,8 из 9,балкон,2.7 м,раздельный,во двор,евро,,,,свободная,,панельный,,,9,,,,,6 м²,изолированные,,,,,,,,
4900000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_266_m_917_et._7761628797?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWUUZFbnVMZGFxSHJwc0xvIjt9-fXEEj8AAAA,студия,26.6 м²,,9 из 17,,,,на улицу,,,,,,,панельный,,,17,,,,открытая во дворе,,,чистовая,ЖК «Квартал на Игарской»,другое,Сдан 1 кв. 2024,Дом 2,,,
22700000.0,https://www.avito.ru/novosibirsk/kvartiry/4-k._kvartira_857_m_28_et._7637461670?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWUUZFbnVMZGFxSHJwc0xvIjt9-fXEEj8AAAA,4,85.7 м²,,2 из 8,балкон,2.9 м,раздельный,,дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,,монолитно-кирпичный,2025,,8,1,1,"закрытая территория, детская площадка","подземная, открытая во дворе",31 м²,изолированные,,,,,,,панорамные окна,
4400000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_607_m_19_et._7681502813?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWUUZFbnVMZGFxSHJwc0xvIjt9-fXEEj8AAAA,3,60.7 м²,,1 из 9,"балкон, лоджия",,"совмещенный, раздельный","во двор, на улицу",косметический,,,,свободная,возможна ипотека,панельный,1982,,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,9 м²,изолированные,,,,,,,,
1750000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_339_m_310_et._7655772439?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWUUZFbnVMZGFxSHJwc0xvIjt9-fXEEj8AAAA,студия,33.9 м²,25.4 м²,3 из 10,лоджия,2.6 м,совмещенный,во двор,,,,,переуступка,,блочный,,,10,1,,"детская площадка, спортивная площадка",открытая во дворе,,,без отделки,Мкр. Плющихинский,ЖСК,"Сдача в 2 кв. 2023 — 4 кв. 2025, есть сданные",,от 579 000 ₽ за 33.9 м²,,
6300000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_605_m_1423_et._7606226580?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWUUZFbnVMZGFxSHJwc0xvIjt9-fXEEj8AAAA,2,60.5 м²,34 м²,14 из 23,"балкон, лоджия",2.8 м,раздельный,"во двор, на улицу, на солнечную сторону",евро,,кухня,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитно-кирпичный,2020,,23,1,1,"детская площадка, спортивная площадка",открытая во дворе,12.3 м²,изолированные,,,,,,,,
4950000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_25_m_325_et._3050294018?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWUUZFbnVMZGFxSHJwc0xvIjt9-fXEEj8AAAA,студия,25 м²,17 м²,3 из 25,лоджия,2.7 м,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,монолитно-кирпичный,2022,,25,2,2,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе, за шлагбаумом во дворе",,,,,,,,от 214 000 ₽ за 25 м²,,консьерж
5100000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_465_m_613_et._7617283913?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWUUZFbnVMZGFxSHJwc0xvIjt9-fXEEj8AAAA,2,46.5 м²,27 м²,6 из 13,лоджия,2.7 м,совмещенный,на улицу,косметический,,"кухня, хранение одежды",,альтернативная,возможна ипотека,кирпичный,2016,,13,1,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,8 м²,изолированные,,,,,,от 399 000 ₽ за 46.5 м²,,консьерж
13000000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_43_m_2222_et._7807462765?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,2,43 м²,26 м²,22 из 22,лоджия,2.9 м,совмещенный,"во двор, на улицу, на солнечную сторону",дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,,монолитно-кирпичный,2021,,22,1,2,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",5.5 м²,изолированные,,,,,,,,консьерж
10900000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_725_m_422_et._7480104093?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,3,72.5 м²,,4 из 22,"балкон, лоджия",2.8 м,раздельный,на улицу,дизайнерский,есть,"хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,монолитно-кирпичный,2022,,22,1,2,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",25 м²,"изолированные, смежные",,,,,,,гардеробная,консьерж
4950000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_263_m_1717_et._7761286658?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,студия,26.3 м²,,17 из 17,,,,на улицу,,,,,,,панельный,,,17,,,,открытая во дворе,,,чистовая,ЖК «Квартал на Игарской»,другое,Сдан 1 кв. 2024,Дом 2,,,
16000000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_711_m_724_et._7670965390?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,3,71.1 м²,46 м²,7 из 24,,2.7 м,"совмещенный, раздельный",во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,монолитно-кирпичный,2024,,24,2,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,17 м²,изолированные,,,,,,,"гардеробная, панорамные окна",
6500000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_32_m_24_et._7560440747?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,32 м²,18 м²,2 из 4,балкон,,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места","стиральная машина, посудомоечная машина",свободная,возможна ипотека,панельный,1963,,4,нет,нет,детская площадка,открытая во дворе,6 м²,,,,,,,от 274 000 ₽ за 32 м²,,
3900000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_27_m_1417_et._3327661573?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,студия,27 м²,18 м²,14 из 17,лоджия,2.7 м,совмещенный,во двор,косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,блочный,2018,,17,2,2,закрытая территория,открытая во дворе,,,,,,,,от 231 000 ₽ за 27 м²,,мусоропровод
5150000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_274_m_217_et._7761347405?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,студия,27.4 м²,,2 из 17,,,,на улицу,,,,,,,панельный,,,17,,,,открытая во дворе,,,чистовая,ЖК «Квартал на Игарской»,другое,Сдан 1 кв. 2024,Дом 2,,,
10800000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_704_m_2130_et._3931829853?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,3,70.4 м²,35.7 м²,21 из 30,лоджия,2.8 м,раздельный,"во двор, на улицу, на солнечную сторону",требует ремонта,,,,свободная,возможна ипотека,монолитно-кирпичный,2023,,30,4,4,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",10.5 м²,изолированные,,,,,,,панорамные окна,
8900000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_589_m_49_et._3875369549?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,3,58.9 м²,42 м²,4 из 9,"балкон, лоджия",2.7 м,раздельный,во двор,косметический,,"хранение одежды, спальные места",кондиционер,свободная,,панельный,1983,,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,7 м²,изолированные,,,,,,от 505 000 ₽ за 58.9 м²,,мусоропровод
2360000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_183_m_55_et._7766052006?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,студия,18.3 м²,13 м²,5 из 5,,,совмещенный,,косметический,,,,свободная,возможна ипотека,кирпичный,,,5,нет,,,,,,,,,,,,,
7890000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_27_m_325_et._4371719350?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,27 м²,19 м²,3 из 25,лоджия,2.8 м,совмещенный,во двор,дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,кирпичный,2022,,25,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",4 м²,,,,,,,,панорамные окна,
12000000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_623_m_2124_et._2916012897?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,3,62.3 м²,39.8 м²,21 из 24,лоджия,2.7 м,совмещенный,во двор,дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитно-кирпичный,2013,,24,2,2,"детская площадка, спортивная площадка","наземная многоуровневая, за шлагбаумом во дворе",22.3 м²,изолированные,,,,,,,панорамные окна,консьерж
4300000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_366_m_79_et._7742236192?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,36.6 м²,18.8 м²,7 из 9,балкон,,совмещенный,во двор,требует ремонта,,"кухня, хранение одежды, спальные места",,свободная,,панельный,1976,,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,9 м²,,,,,,,от 512 000 ₽ за 36.6 м²,гардеробная,мусоропровод
14200000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_100_m_914_et._7288947892?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,3,100 м²,65 м²,9 из 14,балкон,2.6 м,раздельный,"во двор, на улицу",евро,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,кирпичный,2019,,14,1,1,детская площадка,открытая во дворе,16 м²,изолированные,,,,,,,гардеробная,
5050000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_266_m_217_et._7761822124?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,студия,26.6 м²,,2 из 17,,,,на улицу,,,,,,,панельный,,,17,,,,открытая во дворе,,,чистовая,ЖК «Квартал на Игарской»,другое,Сдан 1 кв. 2024,Дом 2,,,
5000000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_41_m_1718_et._7593904365?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,41 м²,,17 из 18,балкон,,раздельный,на улицу,евро,,"кухня, хранение одежды","стиральная машина, посудомоечная машина, водонагреватель",свободная,,панельный,2016,,18,1,1,"детская площадка, спортивная площадка",открытая во дворе,12 м²,,,,,,,,,
4400000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_375_m_310_et._7727304138?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,37.5 м²,19.1 м²,3 из 10,лоджия,2.6 м,совмещенный,на улицу,косметический,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,2007,,10,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,8.6 м²,,,,,,,от 321 000 ₽ за 37.5 м²,,
4300000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_326_m_812_et._7374864580?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,32.6 м²,17.5 м²,8 из 12,лоджия,,совмещенный,во двор,косметический,,"кухня, хранение одежды",,свободная,возможна ипотека,кирпичный,1984,,12,1,нет,"детская площадка, спортивная площадка",открытая во дворе,6.8 м²,,,,,,,от 279 000 ₽ за 32.6 м²,гардеробная,мусоропровод
15000000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_1025_m_55_et._4139854099?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,3,102.5 м²,,5 из 5,лоджия,5.7 м,совмещенный,"во двор, на улицу, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,кирпичный,2014,,5,нет,нет,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",50 м²,изолированные,,,,,,,"гардеробная, панорамные окна",
5050000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_27_m_1617_et._7761273150?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,студия,27 м²,,16 из 17,,,,на улицу,,,,,,,панельный,,,17,,,,открытая во дворе,,,чистовая,ЖК «Квартал на Игарской»,другое,Сдан 1 кв. 2024,Дом 2,,,
14500000.0,https://www.avito.ru/novosibirsk/kvartiry/4-k._kvartira_1193_m_716_et._7748300678?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,4,119.3 м²,55.3 м²,7 из 16,лоджия,,совмещенный,"во двор, на улицу",требует ремонта,,,,свободная,возможна ипотека,монолитно-кирпичный,2024,,16,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,27.1 м²,изолированные,,,,,,,,
6000000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_269_m_1525_et._7695640472?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,студия,26.9 м²,15.6 м²,15 из 25,лоджия,,совмещенный,на улицу,евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,,монолитно-кирпичный,2020,,25,2,2,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,,,,консьерж
6700000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_589_m_49_et._7672696819?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,3,58.9 м²,41 м²,4 из 9,"балкон, лоджия",2.6 м,раздельный,во двор,требует ремонта,,,стиральная машина,свободная,,панельный,1977,,9,4,нет,"детская площадка, спортивная площадка",открытая во дворе,6.9 м²,"изолированные, смежные",,,,,,от 825 000 ₽ за 58.9 м²,гардеробная,мусоропровод
5100000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_422_m_45_et._4581801665?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,2,42.2 м²,,4 из 5,балкон,,раздельный,во двор,косметический,,,,свободная,,панельный,1968,,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,6 м²,изолированные,,,,,,от 362 000 ₽ за 42.2 м²,,
2550000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_292_m_55_et._7772635396?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,29.2 м²,16.4 м²,5 из 5,балкон,2.5 м,совмещенный,на улицу,косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,,панельный,1972,,5,нет,нет,,открытая во дворе,6 м²,,,,,,,,,
4400000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_327_m_211_et._7678748309?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,32.7 м²,16.7 м²,2 из 11,балкон,2.6 м,совмещенный,"во двор, на солнечную сторону",требует ремонта,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",свободная,возможна ипотека,монолитный,2014,,11,1,1,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",8.7 м²,,,,,,,от 458 000 ₽ за 32.7 м²,,
4800000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_40_m_99_et._1047661532?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,40 м²,,9 из 9,,,совмещенный,,евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,,монолитный,,,9,1,,детская площадка,,8 м²,,,,,,,,,
10700000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_641_m_310_et._7520376319?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,2,64.1 м²,,3 из 10,"балкон, лоджия",,совмещенный,"во двор, на улицу",евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,2015,,10,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,8.9 м²,изолированные,,,,,,,,
16350000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_1009_m_1317_et._4664224172?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,2,100.9 м²,,13 из 17,"балкон, лоджия",,совмещенный,,дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитно-кирпичный,2015,,17,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, наземная многоуровневая, открытая во дворе, за шлагбаумом во дворе",7.4 м²,изолированные,,,,,,,гардеробная,
6990000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_383_m_325_et._7687353973?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,38.3 м²,14.7 м²,3 из 25,лоджия,2.7 м,совмещенный,во двор,евро,,,,свободная,возможна ипотека,кирпичный,2021,,25,2,1,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",10 м²,,,,,,,,,
3600000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_317_m_45_et._2659097663?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,31.7 м²,16.8 м²,4 из 5,балкон,2.3 м,совмещенный,"на улицу, на солнечную сторону",косметический,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,1963,да,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,5.6 м²,,,,,,,от 272 000 ₽ за 31.7 м²,гардеробная,
7400000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_327_m_1314_et._7763896959?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,студия,32.7 м²,,13 из 14,лоджия,,совмещенный,"на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,,монолитно-кирпичный,,,14,,,"закрытая территория, детская площадка, спортивная площадка",,,,,,,,,от 280 000 ₽ за 32.7 м²,гардеробная,
6300000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_42_m_911_et._3911806185?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,42 м²,17 м²,9 из 11,лоджия,2.8 м,совмещенный,во двор,евро,,,,свободная,,кирпичный,2005,,11,1,1,,,12 м²,,,,,,,,,
4950000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_263_m_1617_et._7761266648?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,студия,26.3 м²,,16 из 17,,,,на улицу,,,,,,,панельный,,,17,,,,открытая во дворе,,,чистовая,ЖК «Квартал на Игарской»,другое,Сдан 1 кв. 2024,Дом 2,,,
5500000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_415_m_59_et._7789087228?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,41.5 м²,18.9 м²,5 из 9,балкон,,совмещенный,"во двор, на улицу",евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,2015,,9,1,1,"детская площадка, спортивная площадка",открытая во дворе,11.8 м²,,,,,,,,,
8590000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_399_m_36_et._7564507669?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJKeVhPWkhvaGJGY25lUlgwIjt9ngWynz8AAAA,1,39.9 м²,16 м²,3 из 6,лоджия,2.8 м,совмещенный,на солнечную сторону,дизайнерский,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,2013,,6,,1,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",11 м²,,,,,,,,,консьерж
