Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Дополнительно,Тип комнат,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Техника,Отделка,Название новостройки,Тип участия,Срок сдачи,Стоимость ремонта,Запланирован снос,"Корпус, строение"
3899000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_18_m_49_et._7741035435?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,студия,18 м²,,15 м²,4 из 9,,,,2.5 м,совмещенный,во двор,косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,1975,9,1,1,,"детская площадка, спортивная площадка",открытая во дворе,"холодильник, стиральная машина",,,,,от 82 000 ₽ за 18 м²,,
8100000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_409_m_510_et._7587429399?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,40.9 м²,12.4 м²,,5 из 10,балкон,панорамные окна,,,совмещенный,"во двор, на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2008,10,нет,1,газ,"закрытая территория, детская площадка",за шлагбаумом во дворе,"холодильник, стиральная машина",,,,,от 187 000 ₽ за 40.9 м²,,
5650000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_316_m_45_et._3185463905?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,31.6 м²,6.1 м²,18.3 м²,4 из 5,балкон,,,2.6 м,совмещенный,"во двор, на улицу",косметический,,"кухня, хранение одежды, спальные места",свободная,,панельный,1966,5,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,стиральная машина,,,,,от 144 000 ₽ за 31.6 м²,,
3990000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_181_m_55_et._7339816282?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,студия,18.1 м²,,17 м²,5 из 5,,,,2.5 м,совмещенный,во двор,евро,,кухня,свободная,возможна ипотека,кирпичный,,5,,,,детская площадка,,водонагреватель,,,,,,,
3430000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_132_m_35_et._7292102144?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,студия,13.2 м²,,,3 из 5,,,,2.5 м,совмещенный,на улицу,дизайнерский,есть,кухня,свободная,,кирпичный,,5,нет,нет,,"детская площадка, спортивная площадка",открытая во дворе,"кондиционер, холодильник, стиральная машина",,,,,,,
6999999.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_384_m_79_et._7606896970?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,38.4 м²,6.6 м²,18.1 м²,7 из 9,балкон,,,2.8 м,совмещенный,"во двор, на солнечную сторону",косметический,,кухня,свободная,возможна ипотека,панельный,1983,9,1,нет,,"детская площадка, спортивная площадка",открытая во дворе,кондиционер,,,,,от 176 000 ₽ за 38.4 м²,,
5700000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_323_m_89_et._7647783518?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,32.3 м²,7.2 м²,17.2 м²,8 из 9,,,,2.7 м,совмещенный,"во двор, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,1976,9,1,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,"кондиционер, холодильник, стиральная машина",,,,,от 148 000 ₽ за 32.3 м²,,
9900000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_40_m_924_et._7532963123?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,40 м²,9.8 м²,30.2 м²,9 из 24,"балкон, лоджия",гардеробная,,2.7 м,совмещенный,"во двор, на улицу, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды",свободная,возможна ипотека,монолитно-кирпичный,2021,24,3,3,,"закрытая территория, детская площадка, спортивная площадка","подземная, наземная многоуровневая, открытая во дворе, за шлагбаумом во дворе","кондиционер, посудомоечная машина",,,,,,,
8100000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_60_m_910_et._7705668212?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,2,60 м²,9 м²,,9 из 10,балкон,,изолированные,,совмещенный,"во двор, на улицу",евро,,,свободная,,панельный,,10,,,,,,,,,,,,,
6900000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_482_m_45_et._7568918445?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,2,48.2 м²,6 м²,30 м²,4 из 5,балкон,,изолированные,,совмещенный,на улицу,евро,,"кухня, хранение одежды",свободная,,панельный,1969,5,нет,нет,,,,,,,,,,,
3990000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_249_m_15_et._7700538831?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,24.9 м²,5 м²,14 м²,1 из 5,,,,2.6 м,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места",свободная,,кирпичный,1978,5,нет,нет,,"детская площадка, спортивная площадка",открытая во дворе,"холодильник, стиральная машина",,,,,от 114 000 ₽ за 24.9 м²,,
6700000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_402_m_49_et._3630449757?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,40.2 м²,9.6 м²,16.5 м²,4 из 9,балкон,,,2.6 м,совмещенный,"во двор, на солнечную сторону",требует ремонта,,,свободная,возможна ипотека,панельный,2000,9,1,,газ,"детская площадка, спортивная площадка",открытая во дворе,,,,,,от 201 000 ₽ за 40.2 м²,,
3150000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_13_m_25_et._4317404846?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,студия,13 м²,,7 м²,2 из 5,,,,,совмещенный,во двор,косметический,,"кухня, хранение одежды, спальные места",свободная,,кирпичный,1975,5,нет,нет,,детская площадка,открытая во дворе,"холодильник, стиральная машина",,,,,от 59 000 ₽ за 13 м²,,
6480000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_29_m_823_et._7665440513?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,студия,29 м²,,28 м²,8 из 23,лоджия,,,3 м,совмещенный,во двор,косметический,есть,"кухня, хранение одежды",свободная,возможна ипотека,панельный,2018,23,2,2,,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,"холодильник, стиральная машина",,,,,от 133 000 ₽ за 29 м²,,
13999999.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_67_m_410_et._7571528873?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,3,67 м²,10 м²,39 м²,4 из 10,лоджия,гардеробная,изолированные,2.7 м,раздельный,"во двор, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2019,10,1,1,,"детская площадка, спортивная площадка","наземная многоуровневая, открытая во дворе","кондиционер, холодильник, стиральная машина, посудомоечная машина",,,,,,,
7990000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_30_m_35_et._7699235092?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,30 м²,6 м²,,3 из 5,,,,2.8 м,совмещенный,,косметический,,,свободная,возможна ипотека,кирпичный,1962,5,,,,,открытая во дворе,,,,,,,,
23000000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_855_m_33_et._2451652023?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,2,85.5 м²,16.4 м²,55.8 м²,3 из 3,балкон,,изолированные,,совмещенный,во двор,дизайнерский,,кухня,свободная,,кирпичный,2003,3,нет,,газ,закрытая территория,подземная,"холодильник, стиральная машина",,,,,,,
8500000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_45_m_35_et._7694464822?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,2,45 м²,10 м²,30 м²,3 из 5,лоджия,,смежные,2.5 м,совмещенный,во двор,косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,1959,5,нет,нет,газ,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе","холодильник, стиральная машина",,,,,от 206 000 ₽ за 45 м²,,
11000000.0,https://www.avito.ru/kazan/kvartiry/4-k._kvartira_886_m_1414_et._7460590524?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,4,88.6 м²,15.8 м²,,14 из 14,балкон,гардеробная,изолированные,2.7 м,раздельный,"во двор, на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места",свободная,,кирпичный,1993,14,1,1,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,"кондиционер, стиральная машина, посудомоечная машина",,,,,от 405 000 ₽ за 88.6 м²,,
2999000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_19_m_55_et._4417438935?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYOGtHeFZZdE9wVDBPYmZiIjt9NTm_pT8AAAA,студия,19 м²,,17 м²,5 из 5,,,,2.7 м,совмещенный,во двор,евро,,"кухня, спальные места",свободная,возможна ипотека,кирпичный,,5,нет,нет,,детская площадка,открытая во дворе,,,,,,,,
7500000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_449_m_320_et._7480779430?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYOGtHeFZZdE9wVDBPYmZiIjt9NTm_pT8AAAA,1,44.9 м²,12 м²,32.9 м²,3 из 20,лоджия,,,2.7 м,раздельный,на улицу,,,,переуступка,,монолитно-кирпичный,,20,2,нет,,"детская площадка, спортивная площадка","подземная, открытая во дворе",,предчистовая,,,,от 274 000 ₽ за 44.9 м²,,
3750000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_18_m_34_et._7535292218?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYOGtHeFZZdE9wVDBPYmZiIjt9NTm_pT8AAAA,студия,18 м²,,14.6 м²,3 из 4,балкон,,,2.7 м,совмещенный,"во двор, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,,4,,,,"детская площадка, спортивная площадка",открытая во дворе,водонагреватель,,,,,,,
5100000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_29_m_19_et._7817878021?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYOGtHeFZZdE9wVDBPYmZiIjt9NTm_pT8AAAA,1,29 м²,9 м²,12 м²,1 из 9,,,,,совмещенный,во двор,косметический,,"кухня, хранение одежды",свободная,возможна ипотека,кирпичный,1993,9,1,,газ,"детская площадка, спортивная площадка",открытая во дворе,кондиционер,,,,,от 133 000 ₽ за 29 м²,,
9900000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_52_m_319_et._7590307412?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYOGtHeFZZdE9wVDBPYmZiIjt9NTm_pT8AAAA,1,52 м²,11.5 м²,16.8 м²,3 из 19,лоджия,,,2.7 м,совмещенный,на улицу,евро,,,свободная,возможна ипотека,монолитный,2018,19,1,1,,,подземная,,,,,,,,
3790000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_184_m_59_et._7612816460?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYOGtHeFZZdE9wVDBPYmZiIjt9NTm_pT8AAAA,студия,18.4 м²,,,5 из 9,,,,2.7 м,совмещенный,"во двор, на улицу, на солнечную сторону",евро,есть,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,1979,9,1,нет,,детская площадка,открытая во дворе,"стиральная машина, водонагреватель",,,,,,да,
5700000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_21_m_99_et._7419619198?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYOGtHeFZZdE9wVDBPYmZiIjt9NTm_pT8AAAA,студия,21 м²,,,9 из 9,,,,2.6 м,совмещенный,"во двор, на солнечную сторону",евро,,,свободная,,кирпичный,,9,1,,,,,"кондиционер, холодильник, стиральная машина, водонагреватель",,,,,,,
