Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Дополнительно,Тип комнат,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Техника,Отделка,Название новостройки,Тип участия,Срок сдачи,Стоимость ремонта,Запланирован снос,"Корпус, строение"
5500000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_442_m_45_et._7765135195?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,2,44.2 м²,5 м²,25 м²,4 из 5,балкон,,смежные,2.5 м,совмещенный,"во двор, на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,1964,5,нет,нет,,детская площадка,открытая во дворе,холодильник,,,,,от 202 000 ₽ за 44.2 м²,,
5850000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_362_m_89_et._7757060202?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,1,36.2 м²,5.8 м²,,8 из 9,лоджия,,,,совмещенный,на улицу,косметический,,,свободная,,панельный,1989,9,,,,,открытая во дворе,,,,,,,,
6700000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_29_m_49_et._7712910829?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,1,29 м²,7 м²,16 м²,4 из 9,балкон,,,2.7 м,совмещенный,,евро,,,свободная,возможна ипотека,панельный,,9,1,нет,,детская площадка,открытая во дворе,,,,,,,,
8100000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_579_m_25_et._7769432903?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,3,57.9 м²,6 м²,,2 из 5,балкон,,смежные,,раздельный,,косметический,,,свободная,возможна ипотека,кирпичный,1975,5,нет,нет,газ,детская площадка,открытая во дворе,,,,,,от 265 000 ₽ за 57.9 м²,,
7990000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_475_m_1216_et._7807523055?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,1,47.5 м²,12.3 м²,17.8 м²,12 из 16,балкон,,,2.5 м,совмещенный,"во двор, на улицу",евро,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,панельный,2004,16,1,1,,детская площадка,открытая во дворе,холодильник,,,,,,,
10500000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_362_m_710_et._7210449097?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,1,36.2 м²,8.1 м²,16 м²,7 из 10,лоджия,"гардеробная, панорамные окна",,2.8 м,совмещенный,на улицу,евро,,"кухня, хранение одежды, спальные места",свободная,,монолитно-кирпичный,2010,10,нет,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,"холодильник, стиральная машина",,,,,,,
11850000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_559_m_89_et._7853735089?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,2,55.9 м²,10 м²,23.5 м²,8 из 9,,"гардеробная, панорамные окна",смежные,3.1 м,совмещенный,"на улицу, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2009,9,1,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",,,,,,,
5200000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_31_m_55_et._7653914552?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,1,31 м²,6 м²,17 м²,5 из 5,балкон,гардеробная,,2.8 м,совмещенный,"на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,1960,5,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,,,,,от 142 000 ₽ за 31 м²,,
11150000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_36_m_1623_et._7735307894?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,1,36 м²,13.7 м²,11 м²,16 из 23,лоджия,гардеробная,,2.7 м,совмещенный,"во двор, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,монолитно-кирпичный,2021,23,2,2,консьерж,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе","кондиционер, посудомоечная машина",,,,,,,
8900000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_341_m_210_et._7827585577?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,1,34.1 м²,9.1 м²,17.5 м²,2 из 10,балкон,,,2.7 м,совмещенный,во двор,евро,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2017,10,1,1,газ,"закрытая территория, детская площадка, спортивная площадка",наземная многоуровневая,"кондиционер, холодильник",,,,,,,
3150000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_16_m_89_et._7709470376?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,студия,16 м²,,,8 из 9,,,,,совмещенный,во двор,евро,,"кухня, хранение одежды, спальные места",свободная,,кирпичный,1983,9,1,нет,,детская площадка,открытая во дворе,"холодильник, стиральная машина",,,,,,,
7500000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_44_m_35_et._7720819223?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,2,44 м²,6 м²,25 м²,3 из 5,балкон,,изолированные,2.5 м,совмещенный,на улицу,требует ремонта,,,свободная,,кирпичный,,5,,,газ,,,,,,,,от 220 000 ₽ за 44 м²,,
7550000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_486_m_817_et._7765788639?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,2,48.6 м²,8.5 м²,28 м²,8 из 17,балкон,,изолированные,2.7 м,совмещенный,во двор,евро,,"кухня, хранение одежды, спальные места",свободная,,панельный,2020,17,1,1,,"детская площадка, спортивная площадка",открытая во дворе,"кондиционер, холодильник, стиральная машина, посудомоечная машина",,,,,,,
7890000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_60_m_19_et._7374308524?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnQ29ydDRxSHBxNnRuNGJ1Ijt9cRpJzz8AAAA,3,60 м²,7.5 м²,38 м²,1 из 9,лоджия,,"изолированные, смежные",2.5 м,совмещенный,во двор,евро,,"кухня, спальные места",свободная,возможна ипотека,панельный,1976,9,1,нет,мусоропровод,детская площадка,открытая во дворе,"кондиционер, стиральная машина, водонагреватель",,,,,,,
13900000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_85_m_1015_et._4653844915?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,3,85 м²,12 м²,46 м²,10 из 15,лоджия,гардеробная,изолированные,2.6 м,раздельный,во двор,требует ремонта,,,свободная,возможна ипотека,кирпичный,2014,15,1,1,,"детская площадка, спортивная площадка",открытая во дворе,,,,,,от 425 000 ₽ за 85 м²,,
17900000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_848_m_58_et._7213011926?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,3,84.8 м²,12 м²,72.4 м²,5 из 8,,"гардеробная, панорамные окна",изолированные,3 м,совмещенный,"во двор, на улицу, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2009,8,,1,,"закрытая территория, детская площадка","подземная, за шлагбаумом во дворе","кондиционер, холодильник, посудомоечная машина, водонагреватель",,,,,,,
7499797.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_516_m_910_et._7787197432?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,2,51.6 м²,8.5 м²,27.6 м²,9 из 10,лоджия,,изолированные,2.6 м,раздельный,"во двор, на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды",свободная,,панельный,1979,10,1,,газ,"детская площадка, спортивная площадка",открытая во дворе,,,,,,от 236 000 ₽ за 51.6 м²,,
5100000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_429_m_99_et._7364861478?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,42.9 м²,10.9 м²,20.6 м²,9 из 9,балкон,,,2.6 м,совмещенный,"во двор, на улицу",косметический,,кухня,свободная,,кирпичный,1994,9,1,1,,,открытая во дворе,,,,,,от 196 000 ₽ за 42.9 м²,,
8500000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_667_m_89_et._7494995419?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,3,66.7 м²,8 м²,,8 из 9,балкон,,изолированные,,раздельный,,косметический,,,свободная,,панельный,1989,9,1,нет,,"детская площадка, спортивная площадка",открытая во дворе,,,,,,от 305 000 ₽ за 66.7 м²,,
12000000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_1116_m_24_et._7771681484?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,3,111.6 м²,20 м²,48 м²,2 из 4,лоджия,"гардеробная, панорамные окна",изолированные,3 м,раздельный,,,,,переуступка,возможна ипотека,кирпичный,,4,2,,,"закрытая территория, детская площадка, спортивная площадка",подземная,,без отделки,ЖК «Резиденция на Сары Садыковой»,ДДУ по ФЗ 214,Сдача в 3 кв. 2026,от 680 000 ₽ за 111.6 м²,,Корпус 1
6200000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_261_m_1419_et._7760465651?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,студия,26.1 м²,,18 м²,14 из 19,,,,,совмещенный,на улицу,евро,есть,"кухня, хранение одежды, спальные места",свободная,,кирпичный,2021,19,1,1,,"закрытая территория, детская площадка, спортивная площадка","наземная многоуровневая, открытая во дворе",водонагреватель,,,,,,,
6099000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_359_m_59_et._7606255191?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,35.9 м²,9.2 м²,19.1 м²,5 из 9,балкон,,,2.7 м,совмещенный,"во двор, на солнечную сторону",косметический,,,свободная,возможна ипотека,панельный,1983,9,1,нет,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,,,,,,от 164 000 ₽ за 35.9 м²,,
6500000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_298_m_36_et._7728772646?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,29.8 м²,8.5 м²,,3 из 6,балкон,,,,совмещенный,во двор,евро,,"кухня, хранение одежды",свободная,возможна ипотека,кирпичный,2010,6,,,газ,"закрытая территория, детская площадка","открытая во дворе, за шлагбаумом во дворе",кондиционер,,,,,,,
6200000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_30_m_12_et._4795231471?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,30 м²,5 м²,25 м²,1 из 2,,гардеробная,,3 м,совмещенный,"во двор, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,,2,,,газ,"детская площадка, спортивная площадка",открытая во дворе,"холодильник, стиральная машина, водонагреватель",,,,,,,
8600000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_40_m_824_et._7666230604?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,40 м²,12 м²,18 м²,8 из 24,балкон,,,,совмещенный,во двор,косметический,есть,"кухня, хранение одежды",альтернативная,возможна ипотека,монолитно-кирпичный,,24,1,1,,"детская площадка, спортивная площадка",открытая во дворе,стиральная машина,,,,,от 183 000 ₽ за 40 м²,,
12250000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_40_m_1620_et._7695702875?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,40 м²,15 м²,,16 из 20,балкон,,,,совмещенный,"во двор, на улицу",дизайнерский,есть,"кухня, хранение одежды, спальные места",свободная,,кирпичный,,20,1,1,,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,"кондиционер, холодильник, стиральная машина, водонагреватель",,,,,,,
15500000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_687_m_24_et._7601386539?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,3,68.7 м²,10.9 м²,45.7 м²,2 из 4,балкон,,изолированные,3.3 м,раздельный,"во двор, на улицу",требует ремонта,,,свободная,возможна ипотека,кирпичный,1938,4,нет,нет,газ,"закрытая территория, детская площадка",за шлагбаумом во дворе,,,,,,от 344 000 ₽ за 68.7 м²,,
9255555.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_545_m_410_et._7712177015?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,2,54.5 м²,10 м²,30.2 м²,4 из 10,балкон,,изолированные,2.6 м,раздельный,"во двор, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,панельный,2002,10,1,нет,,"детская площадка, спортивная площадка",открытая во дворе,"холодильник, стиральная машина",,,,,от 249 000 ₽ за 54.5 м²,,
7890000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_40_m_910_et._7719686599?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,40 м²,9 м²,16 м²,9 из 10,лоджия,,,,совмещенный,во двор,евро,,"кухня, хранение одежды",свободная,возможна ипотека,кирпичный,2014,10,1,1,газ,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,,
10500000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_603_m_49_et._7243797400?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,3,60.3 м²,7 м²,44 м²,4 из 9,балкон,,изолированные,2.7 м,раздельный,"во двор, на улицу",евро,есть,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,,9,1,,газ,детская площадка,открытая во дворе,"кондиционер, холодильник, стиральная машина",,,,,,,
7100000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_428_m_19_et._7593333857?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,2,42.8 м²,7.6 м²,,1 из 9,,,изолированные,3 м,раздельный,,евро,,,свободная,,панельный,1971,9,1,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,,
5250000.0,https://www.avito.ru/kazan/kvartiry/auktsion_1-k._kvartira_38_m_110_et._7520951498?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,38 м²,14 м²,14 м²,1 из 10,лоджия,,,2.7 м,совмещенный,во двор,дизайнерский,,,свободная,"возможна ипотека, аукцион",панельный,1998,10,1,нет,,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,,
8000000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_312_m_1014_et._7778614715?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,31.2 м²,5 м²,19.5 м²,10 из 14,лоджия,,,2.7 м,совмещенный,во двор,,,,переуступка,возможна ипотека,монолитно-кирпичный,,14,1,1,,"закрытая территория, детская площадка, спортивная площадка","подземная, наземная многоуровневая, открытая во дворе",,предчистовая,ЖК «Мой Ритм»,другое,Сдан 2 кв. 2025,от 190 000 ₽ за 31.2 м²,,ПК 10-2
7500000.0,https://www.avito.ru/kazan/kvartiry/kvartira-studiya_25_m_1319_et._7772251337?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,студия,25 м²,,,13 из 19,балкон,панорамные окна,,,совмещенный,на улицу,косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,монолитный,2018,19,2,1,,"закрытая территория, детская площадка, спортивная площадка","наземная многоуровневая, открытая во дворе",,,,,,от 114 000 ₽ за 25 м²,,
8199999.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_436_m_1016_et._7772414529?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,43.6 м²,10 м²,18.8 м²,10 из 16,балкон,,,3 м,совмещенный,"на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2004,16,1,1,,,открытая во дворе,,,,,,от 199 000 ₽ за 43.6 м²,,
6800000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_31_m_310_et._7690549023?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,31 м²,8 м²,18 м²,3 из 10,лоджия,,,2.9 м,совмещенный,на солнечную сторону,дизайнерский,есть,кухня,свободная,возможна ипотека,кирпичный,2003,10,1,нет,газ,"закрытая территория, детская площадка","открытая во дворе, за шлагбаумом во дворе",,,,,,,да,
10890000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_40_m_525_et._7721698641?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,40 м²,12 м²,17 м²,5 из 25,балкон,"гардеробная, панорамные окна",,,совмещенный,во двор,дизайнерский,,"кухня, спальные места",свободная,,монолитно-кирпичный,2025,25,2,2,,"детская площадка, спортивная площадка","подземная, открытая во дворе",,,,,,,,
6400000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_598_m_210_et._7762464614?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,3,59.8 м²,7.7 м²,38.6 м²,2 из 10,лоджия,,изолированные,,раздельный,"во двор, на улицу",косметический,,,свободная,,кирпичный,,10,1,,,,открытая во дворе,,,,,,от 273 000 ₽ за 59.8 м²,,
12000000.0,https://www.avito.ru/kazan/kvartiry/4-k._kvartira_86_m_910_et._7845378012?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,4,86 м²,8 м²,,9 из 10,"балкон, лоджия",,изолированные,,раздельный,"во двор, на улицу, на солнечную сторону",требует ремонта,,кухня,свободная,,панельный,,10,1,,,,,,,,,,от 430 000 ₽ за 86 м²,,
7990000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_475_m_1216_et._7807523055?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,47.5 м²,12.3 м²,17.8 м²,12 из 16,балкон,,,2.5 м,совмещенный,"во двор, на улицу",евро,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,панельный,2004,16,1,1,,детская площадка,открытая во дворе,холодильник,,,,,,,
11800000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_65_m_925_et._7701938043?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,3,65 м²,10 м²,40 м²,9 из 25,балкон,гардеробная,"изолированные, смежные",,раздельный,"на улицу, на солнечную сторону",дизайнерский,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,монолитно-кирпичный,2019,25,2,2,,"закрытая территория, детская площадка","подземная, наземная многоуровневая, открытая во дворе","кондиционер, холодильник, стиральная машина",,,,,,,
12999000.0,https://www.avito.ru/kazan/kvartiry/2-k._kvartira_672_m_29_et._4058951152?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,2,67.2 м²,16 м²,,2 из 9,балкон,,изолированные,,совмещенный,"во двор, на солнечную сторону",косметический,есть,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,2013,9,нет,1,мусоропровод,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе","холодильник, стиральная машина",,,,,от 307 000 ₽ за 67.2 м²,,
9900000.0,https://www.avito.ru/kazan/kvartiry/1-k._kvartira_52_m_319_et._7590307412?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,1,52 м²,11.5 м²,16.8 м²,3 из 19,лоджия,,,2.7 м,совмещенный,на улицу,евро,,,свободная,возможна ипотека,монолитный,2018,19,1,1,,,подземная,,,,,,,,
12990000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_609_m_610_et._7414592568?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,3,60.9 м²,8.2 м²,38.3 м²,6 из 10,балкон,гардеробная,изолированные,,раздельный,во двор,дизайнерский,,"кухня, хранение одежды, спальные места",свободная,возможна ипотека,кирпичный,1997,10,1,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,"кондиционер, холодильник, стиральная машина",,,,,,,
8500000.0,https://www.avito.ru/kazan/kvartiry/3-k._kvartira_63_m_89_et._7771859048?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0Vll2SjJTSjFRWVNFNDRMIjt99VjExj8AAAA,3,63 м²,10 м²,,8 из 9,балкон,,изолированные,,раздельный,"во двор, на улицу, на солнечную сторону",требует ремонта,,кухня,свободная,,панельный,,9,1,нет,газ,детская площадка,открытая во дворе,,,,,,от 315 000 ₽ за 63 м²,,
