Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Тип комнат,Санузел,Окна,Ремонт,Стоимость ремонта,Способ продажи,Вид сделки,Тип дома,Этажей в доме,В доме,Двор,Парковка,Высота потолков,Мебель,Год постройки,Пассажирский лифт,Грузовой лифт,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Дополнительно,Тёплый пол,Техника,Запланирован снос
7700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_584_m_59_et._7795931483?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,3,58.4 м²,9 м²,,5 из 9,лоджия,изолированные,раздельный,"во двор, на улицу",косметический,от 584 000 ₽ за 58.4 м²,альтернативная,возможна ипотека,панельный,9,,,,,,,1,,,,,,,,,,
6990000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_63_m_19_et._7665375928?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,3,63 м²,7.5 м²,43 м²,1 из 9,"балкон, лоджия","изолированные, смежные",раздельный,"во двор, на улицу",требует ремонта,от 1 134 000 ₽ за 63 м²,свободная,возможна ипотека,панельный,9,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,2.7 м,кухня,1977,1,,,,,,,,,,
4780000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_297_m_45_et._7650431358?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,1,29.7 м²,5 м²,17.4 м²,4 из 5,балкон,,совмещенный,"во двор, на улицу, на солнечную сторону",косметический,от 297 000 ₽ за 29.7 м²,свободная,возможна ипотека,кирпичный,5,газ,детская площадка,открытая во дворе,2.5 м,"кухня, хранение одежды, спальные места",1958,нет,нет,,,,,,гардеробная,,"холодильник, стиральная машина, водонагреватель",
7490000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_39_m_717_et._7724617471?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,1,39 м²,10.3 м²,14.7 м²,7 из 17,лоджия,,совмещенный,во двор,косметический,от 390 000 ₽ за 39 м²,свободная,возможна ипотека,монолитный,17,,,,,,,2,нет,,,,,,,,,
7650000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_428_m_49_et._7777892735?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,2,42.8 м²,7 м²,27.3 м²,4 из 9,балкон,изолированные,раздельный,,косметический,от 428 000 ₽ за 42.8 м²,свободная,возможна ипотека,панельный,9,газ,,,,,,,,,,,,,,,,
6670000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_438_m_89_et._7695508290?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,2,43.8 м²,7 м²,27.6 м²,8 из 9,лоджия,изолированные,раздельный,на солнечную сторону,дизайнерский,,свободная,возможна ипотека,панельный,9,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,2.5 м,"кухня, хранение одежды",1974,1,нет,,,,,,,есть,,да
,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_56_m_44_et._3887304230?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_114_m_1517_et._3975456787?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,3,114 м²,25 м²,44 м²,15 из 17,лоджия,изолированные,"совмещенный, раздельный",во двор,требует ремонта,от 2 052 000 ₽ за 114 м²,свободная,возможна ипотека,монолитный,17,,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,2.7 м,,2024,1,1,,,,,,гардеробная,,,
3950000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_308_m_35_et._7809782503?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,1,30.8 м²,5.8 м²,16.3 м²,3 из 5,балкон,,совмещенный,на улицу,требует ремонта,от 554 000 ₽ за 30.8 м²,свободная,возможна ипотека,кирпичный,5,газ,,,,,1965,,,,,,,,,,,
4200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_324_m_49_et._7713199633?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,1,32.4 м²,5.8 м²,17.2 м²,4 из 9,балкон,,совмещенный,во двор,косметический,от 324 000 ₽ за 32.4 м²,свободная,возможна ипотека,панельный,9,газ,,,2.5 м,,1982,1,,,,,,,,,,
11790000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_728_m_210_et._7317769117?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,2,72.8 м²,11.1 м²,33.1 м²,2 из 10,лоджия,изолированные,раздельный,на улицу,косметический,от 728 000 ₽ за 72.8 м²,свободная,,кирпичный,10,,,открытая во дворе,,"кухня, хранение одежды, спальные места",2012,1,1,,,,,,гардеробная,,"холодильник, стиральная машина, водонагреватель",
5900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_43_m_19_et._7327845049?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,2,43 м²,7.2 м²,,1 из 9,лоджия,изолированные,раздельный,"на улицу, на солнечную сторону",косметический,от 430 000 ₽ за 43 м²,альтернативная,возможна ипотека,панельный,9,газ,"детская площадка, спортивная площадка",открытая во дворе,,"кухня, хранение одежды",1991,1,нет,,,,,,,,кондиционер,
,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_505_m_25_et._7584993827?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_448_m_211_et._7706386198?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_43_m_1726_et._7719461016?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,1,43 м²,11.7 м²,19.8 м²,17 из 26,,,совмещенный,,косметический,от 430 000 ₽ за 43 м²,альтернативная,возможна ипотека,панельный,26,,"детская площадка, спортивная площадка",открытая во дворе,,"кухня, хранение одежды",2017,1,2,,,,,,гардеробная,,"посудомоечная машина, водонагреватель",
8800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_496_m_1317_et._7730659831?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,2,49.6 м²,11.7 м²,25.3 м²,13 из 17,лоджия,изолированные,совмещенный,во двор,косметический,от 496 000 ₽ за 49.6 м²,свободная,,панельный,17,,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,"кухня, хранение одежды",2017,1,1,,,,,,гардеробная,есть,,
16000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_624_m_55_et._7741283256?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,3,62.4 м²,6 м²,,5 из 5,,изолированные,раздельный,,евро,,свободная,,кирпичный,5,газ,детская площадка,"открытая во дворе, за шлагбаумом во дворе",3.5 м,,1941,нет,нет,,,,,,,,,
,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_362_m_1018_et._7831157801?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_722_m_2325_et._7329426243?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,3,72.2 м²,14.5 м²,42.5 м²,23 из 25,лоджия,изолированные,совмещенный,на улицу,евро,,альтернативная,возможна ипотека,панельный,25,,,,2.9 м,,2017,2,2,,,,,,,,,
6900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_52_m_25_et._7760539293?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,3,52 м²,6 м²,33.4 м²,2 из 5,балкон,смежные,раздельный,на улицу,требует ремонта,,свободная,возможна ипотека,кирпичный,5,,,открытая во дворе,2.6 м,,1970,,,,,,,,,,,
8900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_49_m_916_et._7750201882?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,1,49 м²,14 м²,20 м²,9 из 16,лоджия,,совмещенный,"на улицу, на солнечную сторону",евро,,свободная,возможна ипотека,блочный,16,,закрытая территория,"открытая во дворе, за шлагбаумом во дворе",2.6 м,"кухня, хранение одежды, спальные места",2024,1,1,,,,,,,,"кондиционер, посудомоечная машина",
6949000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_297_m_45_et._7766704389?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,1,29.7 м²,9 м²,,4 из 5,,,совмещенный,во двор,косметический,от 297 000 ₽ за 29.7 м²,свободная,возможна ипотека,кирпичный,5,газ,детская площадка,открытая во дворе,3.5 м,"кухня, хранение одежды",1958,нет,нет,,,,,,,,"кондиционер, водонагреватель",
7290000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_34_m_2125_et._7701741566?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,1,34 м²,8.5 м²,16 м²,21 из 25,лоджия,,совмещенный,"во двор, на улицу, на солнечную сторону",косметический,от 340 000 ₽ за 34 м²,альтернативная,,монолитный,25,,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,,кухня,2019,2,2,,,,,,,,,
,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_326_m_29_et._3590298698?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_30_m_55_et._7660135765?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,1,30 м²,6 м²,19 м²,5 из 5,балкон,,совмещенный,,косметический,от 300 000 ₽ за 30 м²,свободная,возможна ипотека,кирпичный,5,газ,,открытая во дворе,2.5 м,,1964,нет,нет,,,,,,,,,
,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_334_m_59_et._7809581090?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_432_m_312_et._7303245914?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,2,43.2 м²,7.7 м²,23.6 м²,3 из 12,лоджия,изолированные,раздельный,"во двор, на улицу",косметический,от 432 000 ₽ за 43.2 м²,свободная,,кирпичный,12,,,открытая во дворе,2.5 м,"кухня, хранение одежды",1979,1,1,,,,,,,,,
8500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_423_m_1217_et._7714129742?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,1,42.3 м²,9 м²,17.5 м²,12 из 17,лоджия,,совмещенный,во двор,евро,,свободная,возможна ипотека,монолитный,17,,"закрытая территория, детская площадка","открытая во дворе, за шлагбаумом во дворе",2.6 м,кухня,2013,1,1,,,,,,"гардеробная, панорамные окна",,,
6100000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_412_m_810_et._7375609404?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,1,41.2 м²,8.6 м²,,8 из 10,лоджия,,совмещенный,во двор,косметический,от 412 000 ₽ за 41.2 м²,свободная,возможна ипотека,кирпичный,10,,детская площадка,,,"кухня, хранение одежды",2013,,,,,,,,,,,
6800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_585_m_99_et._7440971789?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,2,58.5 м²,9.1 м²,31.8 м²,9 из 9,лоджия,изолированные,раздельный,во двор,евро,,альтернативная,,панельный,9,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,,кухня,1987,1,нет,,,,,,,,,
3600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_67_m_15_et._7759620061?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,3,67 м²,8.8 м²,57 м²,1 из 5,лоджия,изолированные,раздельный,во двор,косметический,от 670 000 ₽ за 67 м²,свободная,,панельный,5,газ,,открытая во дворе,,,1988,нет,нет,,,,,,,,,
5300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_352_m_1010_et._7719134392?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,1,35.2 м²,8.2 м²,17 м²,10 из 10,балкон,,совмещенный,"во двор, на солнечную сторону",косметический,от 352 000 ₽ за 35.2 м²,свободная,возможна ипотека,панельный,10,"мусоропровод, газ",детская площадка,,2.6 м,,1989,,,,,,,,,,,
13700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_52_m_910_et._7710370132?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,1,52 м²,18 м²,16 м²,9 из 10,лоджия,,совмещенный,на улицу,дизайнерский,,свободная,,кирпичный,10,,детская площадка,за шлагбаумом во дворе,2.7 м,"кухня, хранение одежды, спальные места",2006,1,1,,,,,,"гардеробная, панорамные окна",,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",
,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_32_m_15_et._7456050006?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_413_m_39_et._7775346088?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,2,41.3 м²,5.9 м²,26.4 м²,3 из 9,балкон,изолированные,раздельный,на улицу,требует ремонта,от 743 000 ₽ за 41.3 м²,свободная,возможна ипотека,панельный,9,,,открытая во дворе,,,,1,,,,,,,,,,
6500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_574_m_45_et._7831240893?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,3,57.4 м²,6 м²,39.8 м²,4 из 5,балкон,изолированные,совмещенный,"во двор, на улицу, на солнечную сторону",косметический,от 574 000 ₽ за 57.4 м²,свободная,,кирпичный,5,газ,,,,кухня,1973,нет,нет,,,,,,,,,
7000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_577_m_35_et._7682536916?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,3,57.7 м²,5.3 м²,45.2 м²,3 из 5,балкон,"изолированные, смежные",совмещенный,"во двор, на улицу",косметический,от 577 000 ₽ за 57.7 м²,альтернативная,,панельный,5,газ,детская площадка,открытая во дворе,2.5 м,кухня,1965,нет,нет,,,,,,,,водонагреватель,
5950000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_441_m_89_et._7775029984?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,2,44.1 м²,5.9 м²,28 м²,8 из 9,балкон,изолированные,раздельный,во двор,косметический,от 441 000 ₽ за 44.1 м²,свободная,возможна ипотека,кирпичный,9,газ,детская площадка,открытая во дворе,2.5 м,,1972,1,нет,,,,,,,,,
8000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_53_m_710_et._7778608956?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,2,53 м²,9.1 м²,30 м²,7 из 10,лоджия,изолированные,раздельный,во двор,косметический,от 530 000 ₽ за 53 м²,альтернативная,возможна ипотека,панельный,10,,детская площадка,открытая во дворе,2.6 м,"кухня, хранение одежды",1989,1,нет,,,,,,,,,
6350000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_287_m_1010_et._7701673174?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,28.7 м²,5 м²,,10 из 10,лоджия,,совмещенный,на улицу,дизайнерский,,альтернативная,,панельный,10,,детская площадка,"наземная многоуровневая, открытая во дворе",,,2015,1,1,,,,,,,,кондиционер,
4430000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_329_m_25_et._7723328276?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,32.9 м²,5.9 м²,17.4 м²,2 из 5,балкон,,раздельный,во двор,косметический,от 329 000 ₽ за 32.9 м²,свободная,,панельный,5,,"детская площадка, спортивная площадка",открытая во дворе,2.5 м,"кухня, хранение одежды",1971,нет,нет,,,,,,,,,
6950000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_498_m_55_et._7632479117?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,3,49.8 м²,5.8 м²,35 м²,5 из 5,балкон,смежные,раздельный,во двор,евро,,свободная,возможна ипотека,панельный,5,газ,детская площадка,открытая во дворе,2.5 м,"кухня, хранение одежды, спальные места",1971,нет,нет,,,,,,,,"кондиционер, холодильник, стиральная машина",
3900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_319_m_22_et._7259933513?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,31.9 м²,4 м²,20.9 м²,2 из 2,,,совмещенный,"во двор, на улицу",косметический,от 319 000 ₽ за 31.9 м²,свободная,возможна ипотека,кирпичный,2,газ,,,2.8 м,,1958,нет,нет,,,,,,гардеробная,,,
7300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_355_m_310_et._7652077292?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,1,35.5 м²,17.3 м²,8.3 м²,3 из 10,лоджия,,совмещенный,"во двор, на солнечную сторону",дизайнерский,,свободная,,панельный,10,газ,"детская площадка, спортивная площадка",открытая во дворе,2.5 м,кухня,1998,1,нет,,,,,,,,посудомоечная машина,
6350000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_504_m_59_et._7779074222?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,2,50.4 м²,12 м²,28 м²,5 из 9,,смежные,раздельный,во двор,косметический,от 504 000 ₽ за 50.4 м²,свободная,возможна ипотека,кирпичный,9,,,открытая во дворе,,кухня,1997,1,,,,,,,,,,
16500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_977_m_55_et._7527862746?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,3,97.7 м²,17.1 м²,62 м²,5 из 5,лоджия,изолированные,раздельный,"во двор, на улицу",требует ремонта,от 1 759 000 ₽ за 97.7 м²,свободная,,блочный,,,,,2.7 м,,2024,нет,нет,,,,,,,,,
11390000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_754_m_39_et._3858641670?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,3,75.4 м²,9.2 м²,40.4 м²,3 из 9,лоджия,изолированные,раздельный,"во двор, на улицу, на солнечную сторону",евро,,свободная,возможна ипотека,панельный,9,,,открытая во дворе,2.5 м,,1988,1,,,,,,,гардеробная,есть,,
9000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_44_m_19_et._4324003153?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,2,44 м²,6.5 м²,34 м²,1 из 9,лоджия,изолированные,совмещенный,во двор,дизайнерский,,свободная,,панельный,9,газ,"детская площадка, спортивная площадка",открытая во дворе,2.8 м,"кухня, хранение одежды, спальные места",,1,нет,,,,,,гардеробная,есть,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",
