Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Тип комнат,Санузел,Окна,Ремонт,Стоимость ремонта,Способ продажи,Вид сделки,Тип дома,Этажей в доме,В доме,Двор,Парковка,Высота потолков,Мебель,Год постройки,Пассажирский лифт,Грузовой лифт,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Дополнительно,Тёплый пол,Техника,Запланирован снос
5849000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_425_m_25_et._7717294363?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,2,42.5 м²,5.5 м²,28 м²,2 из 5,балкон,изолированные,совмещенный,"во двор, на улицу",косметический,от 425 000 ₽ за 42.5 м²,свободная,возможна ипотека,панельный,5,газ,,открытая во дворе,,кухня,1965,нет,нет,,,,,,,,,
8000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_333_m_917_et._7776791423?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,1,33.3 м²,15.3 м²,10.3 м²,9 из 17,лоджия,,совмещенный,во двор,евро,,альтернативная,возможна ипотека,монолитно-кирпичный,17,,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,2.7 м,"кухня, хранение одежды, спальные места",2021,1,1,,,,,,,,кондиционер,
11990000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_43_m_1217_et._7734909424?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,1,43 м²,10 м²,20 м²,12 из 17,,,совмещенный,во двор,дизайнерский,,свободная,,монолитный,17,консьерж,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",3.2 м,,2023,1,1,,,,,,панорамные окна,есть,кондиционер,да
11990000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/4-k._kvartira_93_m_912_et._7205749557?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,4,93 м²,7.5 м²,53.2 м²,9 из 12,лоджия,изолированные,раздельный,,косметический,от 930 000 ₽ за 93 м²,свободная,возможна ипотека,панельный,12,,,,,кухня,,1,1,,,,,,,,,
4600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_259_m_810_et._7830400860?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,1,25.9 м²,4.7 м²,12.1 м²,8 из 10,лоджия,,совмещенный,во двор,косметический,от 259 000 ₽ за 25.9 м²,свободная,,панельный,10,,"детская площадка, спортивная площадка",открытая во дворе,,,2023,1,1,,,,,,гардеробная,,,
5300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_51_m_25_et._7690153927?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,2,51 м²,6 м²,38 м²,2 из 5,балкон,изолированные,раздельный,во двор,требует ремонта,от 918 000 ₽ за 51 м²,свободная,,панельный,5,,,,,,,,,,,,,,,,,
14200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_39_m_89_et._7684627916?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,1,39 м²,6 м²,23 м²,8 из 9,лоджия,,совмещенный,во двор,дизайнерский,,свободная,возможна ипотека,монолитно-кирпичный,9,консьерж,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",3 м,"кухня, хранение одежды, спальные места",2019,1,1,,,,,,,есть,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",
19321789.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_814_m_212_et._7719135277?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,2,81.4 м²,25.6 м²,27.9 м²,2 из 12,,изолированные,совмещенный,"во двор, на улицу",,,договор долевого участия,возможна ипотека,монолитный,12,,"закрытая территория, детская площадка, спортивная площадка",,3 м,,,1,1,предчистовая,Жилой квартал «Идель»,Этап 2,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,,,,
18600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/4-k._kvartira_124_m_212_et._7440875639?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,4,124 м²,15.8 м²,80 м²,2 из 12,балкон,изолированные,раздельный,"во двор, на улицу",требует ремонта,,свободная,возможна ипотека,монолитный,12,,,подземная,,,2024,1,1,,,,,,,,,
12000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_436_m_79_et._4615367644?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,2,43.6 м²,7.2 м²,27.3 м²,7 из 9,балкон,изолированные,совмещенный,"во двор, на улицу",дизайнерский,,свободная,возможна ипотека,панельный,9,,,открытая во дворе,2.5 м,,1988,1,,,,,,,,,,
11771760.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_1029_m_510_et._7513362300?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,3,102.9 м²,13.8 м²,53.1 м²,5 из 10,лоджия,изолированные,раздельный,"во двор, на улицу",требует ремонта,от 1 852 000 ₽ за 102.9 м²,свободная,возможна ипотека,монолитно-кирпичный,10,,закрытая территория,за шлагбаумом во дворе,2.7 м,,2024,нет,1,,,,,,,,,
4700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_328_m_29_et._7787220822?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,1,32.8 м²,6.2 м²,18.7 м²,2 из 9,балкон,,совмещенный,"во двор, на солнечную сторону",косметический,от 328 000 ₽ за 32.8 м²,свободная,возможна ипотека,кирпичный,9,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,2.5 м,кухня,1974,1,нет,,,,,,,,,
7790000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_43_m_1418_et._7564309552?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,1,43 м²,10.5 м²,17.2 м²,14 из 18,лоджия,,совмещенный,во двор,косметический,от 430 000 ₽ за 43 м²,свободная,возможна ипотека,монолитный,18,,,,,,,2,нет,,,,,,,,,
5400000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_332_m_29_et._7727960252?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,1,33.2 м²,8.4 м²,17.4 м²,2 из 9,лоджия,,совмещенный,на улицу,требует ремонта,,свободная,возможна ипотека,панельный,9,,,,,,1980,,,,,,,,,,,
14800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_51_m_55_et._7643602253?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,2,51 м²,6 м²,33 м²,5 из 5,балкон,изолированные,совмещенный,"на улицу, на солнечную сторону",требует ремонта,,альтернативная,возможна ипотека,кирпичный,5,газ,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",3 м,"кухня, хранение одежды, спальные места",1958,нет,нет,,,,,,"гардеробная, панорамные окна",,,
4450000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_305_m_15_et._7777647981?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,1,30.5 м²,5.6 м²,19.1 м²,1 из 5,,,совмещенный,во двор,косметический,от 305 000 ₽ за 30.5 м²,свободная,возможна ипотека,панельный,5,газ,,,,,1965,,,,,,,,,,,
10190000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_611_m_111_et._7786638779?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,2,61.1 м²,19.5 м²,27 м²,1 из 11,,смежные,,,косметический,от 611 000 ₽ за 61.1 м²,свободная,,кирпичный,11,,,,,,,,,,,,,,,,,
4750000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_322_m_19_et._7718486356?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,1,32.2 м²,8.1 м²,16.9 м²,1 из 9,лоджия,,совмещенный,на улицу,требует ремонта,от 580 000 ₽ за 32.2 м²,свободная,возможна ипотека,панельный,9,,,открытая во дворе,2.6 м,,1984,1,,,,,,,,,,
6250000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_389_m_89_et._7599866210?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,2,38.9 м²,6 м²,21.7 м²,8 из 9,балкон,изолированные,раздельный,,косметический,,свободная,возможна ипотека,панельный,9,,,открытая во дворе,2.5 м,,1981,1,,,,,,,,,,
6900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_543_m_35_et._7632542252?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,3,54.3 м²,5.5 м²,39.9 м²,3 из 5,балкон,"изолированные, смежные",совмещенный,"во двор, на улицу",косметический,от 543 000 ₽ за 54.3 м²,альтернативная,возможна ипотека,кирпичный,5,газ,детская площадка,открытая во дворе,,кухня,1962,,,,,,,,,,,
4450000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_442_m_22_et._7736979193?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,2,44.2 м²,7.5 м²,30.4 м²,2 из 2,,смежные,совмещенный,во двор,косметический,от 442 000 ₽ за 44.2 м²,свободная,возможна ипотека,блочный,2,газ,,,,,,нет,нет,,,,,,,,,
8300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_65_m_110_et._7749546064?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,3,65 м²,9 м²,38 м²,1 из 10,лоджия,изолированные,раздельный,"во двор, на солнечную сторону",косметический,от 650 000 ₽ за 65 м²,свободная,возможна ипотека,панельный,10,газ,детская площадка,открытая во дворе,2.5 м,"кухня, хранение одежды, спальные места",1991,1,нет,,,,,,,,,
5650000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_318_m_1317_et._7787273258?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,1,31.8 м²,6.4 м²,16.8 м²,13 из 17,лоджия,,совмещенный,"во двор, на улицу, на солнечную сторону",евро,,свободная,возможна ипотека,панельный,17,,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,кухня,2017,1,1,,,,,,,,кондиционер,
4850000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_41_m_22_et._7547314230?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,2,41 м²,9 м²,30 м²,2 из 2,балкон,изолированные,совмещенный,,косметический,от 410 000 ₽ за 41 м²,альтернативная,,кирпичный,2,газ,"детская площадка, спортивная площадка",открытая во дворе,,,1947,нет,нет,,,,,,,,,
5600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_473_m_59_et._7280755941?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,2,47.3 м²,7.3 м²,35 м²,5 из 9,балкон,изолированные,раздельный,на улицу,требует ремонта,,свободная,,панельный,9,,,открытая во дворе,,,1970,1,,,,,,,,,,
8150000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_354_m_1025_et._7827235369?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,1,35.4 м²,8 м²,16 м²,10 из 25,лоджия,,совмещенный,на улицу,косметический,от 354 000 ₽ за 35.4 м²,свободная,возможна ипотека,монолитный,25,,,,,кухня,,2,нет,,,,,,,,,
7800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_47_m_910_et._7809423497?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,2,47 м²,8.4 м²,25.7 м²,9 из 10,балкон,изолированные,совмещенный,,косметический,от 470 000 ₽ за 47 м²,свободная,возможна ипотека,панельный,10,,,,,,2015,1,,,,,,,,,,
5850000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_468_m_19_et._7695265573?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,2,46.8 м²,9 м²,,1 из 9,,смежные,совмещенный,,косметический,,свободная,возможна ипотека,панельный,9,,,,2.5 м,,1981,1,,,,,,,,,,
8000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_601_m_99_et._7724325672?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,3,60.1 м²,7 м²,39.3 м²,9 из 9,лоджия,"изолированные, смежные",раздельный,на улицу,косметический,от 601 000 ₽ за 60.1 м²,альтернативная,возможна ипотека,панельный,9,газ,"детская площадка, спортивная площадка",открытая во дворе,2.5 м,,1978,1,нет,,,,,,,,,
4429999.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_297_m_15_et._7611020923?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ0RjFSMU5iSnJ3TTBmcDF4Ijt9tnLVAz8AAAA,1,29.7 м²,5.6 м²,19.5 м²,1 из 5,,,совмещенный,"во двор, на улицу",требует ремонта,от 535 000 ₽ за 29.7 м²,свободная,возможна ипотека,панельный,5,,,открытая во дворе,2.5 м,кухня,1965,нет,нет,,,,,,,,,
7700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_46_m_45_et._7600625833?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,2,46 м²,5.5 м²,28.3 м²,4 из 5,балкон,смежные,совмещенный,на улицу,косметический,от 460 000 ₽ за 46 м²,свободная,возможна ипотека,панельный,5,газ,"детская площадка, спортивная площадка",открытая во дворе,,,1965,нет,нет,,,,,,,,,
10190000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_611_m_111_et._7786638779?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,2,61.1 м²,19.5 м²,27 м²,1 из 11,,смежные,,,косметический,от 611 000 ₽ за 61.1 м²,свободная,,кирпичный,11,,,,,,,,,,,,,,,,,
8000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_333_m_917_et._7776791423?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,1,33.3 м²,15.3 м²,10.3 м²,9 из 17,лоджия,,совмещенный,во двор,евро,,альтернативная,возможна ипотека,монолитно-кирпичный,17,,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,2.7 м,"кухня, хранение одежды, спальные места",2021,1,1,,,,,,,,кондиционер,
4429999.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_297_m_15_et._7611020923?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,1,29.7 м²,5.6 м²,19.5 м²,1 из 5,,,совмещенный,"во двор, на улицу",требует ремонта,от 535 000 ₽ за 29.7 м²,свободная,возможна ипотека,панельный,5,,,открытая во дворе,2.5 м,кухня,1965,нет,нет,,,,,,,,,
4959999.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_355_m_29_et._7483047513?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,1,35.5 м²,15.3 м²,,2 из 9,,,совмещенный,,,,,,монолитный,9,,,,,,,,,,GloraX Новинки,Корпус 1,ДДУ по ФЗ 214,Сдача в 2 кв. 2027,,,,
14440000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_735_m_1725_et._7779949184?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,2,73.5 м²,15 м²,42 м²,17 из 25,"балкон, лоджия",изолированные,раздельный,"во двор, на улицу, на солнечную сторону",требует ремонта,,свободная,возможна ипотека,монолитный,25,,"детская площадка, спортивная площадка",открытая во дворе,2.8 м,,2019,2,1,,,,,,,,,
4850000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_41_m_22_et._7547314230?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,2,41 м²,9 м²,30 м²,2 из 2,балкон,изолированные,совмещенный,,косметический,от 410 000 ₽ за 41 м²,альтернативная,,кирпичный,2,газ,"детская площадка, спортивная площадка",открытая во дворе,,,1947,нет,нет,,,,,,,,,
3950000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_308_m_35_et._7809782503?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,1,30.8 м²,5.8 м²,16.3 м²,3 из 5,балкон,,совмещенный,на улицу,требует ремонта,от 554 000 ₽ за 30.8 м²,свободная,возможна ипотека,кирпичный,5,газ,,,,,1965,,,,,,,,,,,
5650000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_318_m_1317_et._7787273258?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,1,31.8 м²,6.4 м²,16.8 м²,13 из 17,лоджия,,совмещенный,"во двор, на улицу, на солнечную сторону",евро,,свободная,возможна ипотека,панельный,17,,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,кухня,2017,1,1,,,,,,,,кондиционер,
8150000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_354_m_1025_et._7827235369?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,1,35.4 м²,8 м²,16 м²,10 из 25,лоджия,,совмещенный,на улицу,косметический,от 354 000 ₽ за 35.4 м²,свободная,возможна ипотека,монолитный,25,,,,,кухня,,2,нет,,,,,,,,,
12000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_436_m_79_et._4615367644?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,2,43.6 м²,7.2 м²,27.3 м²,7 из 9,балкон,изолированные,совмещенный,"во двор, на улицу",дизайнерский,,свободная,возможна ипотека,панельный,9,,,открытая во дворе,2.5 м,,1988,1,,,,,,,,,,
7800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_474_m_2323_et._7641415548?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,2,47.4 м²,10 м²,25.2 м²,23 из 23,лоджия,изолированные,совмещенный,во двор,евро,,свободная,возможна ипотека,монолитный,23,,"детская площадка, спортивная площадка",открытая во дворе,2.7 м,"кухня, хранение одежды",2022,2,1,,,,,,панорамные окна,,,
4100000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_303_m_25_et._7795658157?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,1,30.3 м²,5.1 м²,18.9 м²,2 из 5,балкон,,совмещенный,во двор,косметический,от 303 000 ₽ за 30.3 м²,свободная,возможна ипотека,панельный,5,,,,2.5 м,,,нет,нет,,,,,,,,,
4600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_259_m_810_et._7830400860?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnYVpQeUJPUWE5SE5IZVlzIjt9yGbJHj8AAAA,1,25.9 м²,4.7 м²,12.1 м²,8 из 10,лоджия,,совмещенный,во двор,косметический,от 259 000 ₽ за 25.9 м²,свободная,,панельный,10,,"детская площадка, спортивная площадка",открытая во дворе,,,2023,1,1,,,,,,гардеробная,,,
