Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Тип комнат,Высота потолков,Санузел,Окна,Ремонт,Способ продажи,Вид сделки,Тип дома,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Дополнительно,Стоимость ремонта,Мебель,Год постройки,В доме,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Тёплый пол,Техника,Запланирован снос
4680000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_499_m_49_et._7634628371?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,2,49.9 м²,9 м²,28 м²,4 из 9,балкон,изолированные,2.5 м,раздельный,во двор,косметический,свободная,возможна ипотека,монолитный,9,1,нет,,,,,,1985,газ,,,,,,,,
8464500,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_51_m_2125_et._4222736679?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,51 м²,9.7 м²,,21 из 25,,,2.7 м,,,,,,кирпичный,25,,,,"подземная, открытая во дворе",гардеробная,,,,,предчистовая,Квартал «Спутник-1»,Дом 17.7.1,ДДУ по ФЗ 214,Сдача в 1 кв. 2026,,,
4690000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_34_m_59_et._7808143651?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,34 м²,8 м²,17 м²,5 из 9,,,,совмещенный,во двор,косметический,свободная,возможна ипотека,кирпичный,9,1,,,,,,кухня,1980,,,,,,,,,
4099000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_49_m_89_et._7631635165?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,2,49 м²,8 м²,30 м²,8 из 9,лоджия,изолированные,,раздельный,,требует ремонта,свободная,возможна ипотека,кирпичный,9,1,,"закрытая территория, детская площадка",за шлагбаумом во дворе,,,,,,,,,,,,,
4990000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_639_m_79_et._7767947377?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,3,63.9 м²,8 м²,40.7 м²,7 из 9,,изолированные,,совмещенный,,косметический,свободная,,панельный,9,,,"закрытая территория, детская площадка",,,,,1988,,,,,,,,,
11650000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_489_m_1131_et._7574941405?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,48.9 м²,22.8 м²,14.9 м²,11 из 31,лоджия,,2.8 м,совмещенный,на улицу,требует ремонта,свободная,возможна ипотека,монолитно-кирпичный,31,2,2,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",,от 489 000 ₽ за 48.9 м²,,2023,консьерж,,,,,,,,
3250000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_37_m_19_et._7624766887?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,2,37 м²,6 м²,21 м²,1 из 9,,смежные,2.6 м,совмещенный,"во двор, на улицу",косметический,свободная,возможна ипотека,кирпичный,9,2,нет,,открытая во дворе,,от 159 000 ₽ за 37 м²,"кухня, хранение одежды, спальные места",1992,,,,,,,есть,"холодильник, стиральная машина",да
4500000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_314_m_25_et._7617633186?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,31.4 м²,6 м²,18 м²,2 из 5,,,2.5 м,совмещенный,во двор,евро,свободная,возможна ипотека,кирпичный,5,нет,нет,,,,,,1970,,,,,,,,,
8250000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_507_m_1425_et._4602535846?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,50.7 м²,14.5 м²,19.2 м²,14 из 25,балкон,,2.7 м,совмещенный,"во двор, на солнечную сторону",евро,свободная,,монолитный,25,1,2,"закрытая территория, детская площадка, спортивная площадка",,,,,2024,,,,,,,,,
5700000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_383_m_2022_et._7787318182?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,38.3 м²,15.2 м²,11.6 м²,20 из 22,лоджия,,,совмещенный,на улицу,евро,альтернативная,,монолитный,22,2,,,,,,,2020,,,,,,,,,
2990000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_227_m_55_et._7528545229?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,22.7 м²,7 м²,14 м²,5 из 5,,,,совмещенный,,косметический,свободная,возможна ипотека,кирпичный,5,,,,,,от 97 000 ₽ за 22.7 м²,"кухня, хранение одежды",1970,,,,,,,,холодильник,
12900000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_586_m_424_et._7563876560?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,58.6 м²,22.1 м²,15 м²,4 из 24,лоджия,,3 м,совмещенный,во двор,косметический,свободная,возможна ипотека,монолитно-кирпичный,24,2,2,"закрытая территория, детская площадка, спортивная площадка",подземная,гардеробная,от 251 000 ₽ за 58.6 м²,,2024,консьерж,,,,,,,,
4150000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_536_m_15_et._7694411568?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,3,53.6 м²,6.3 м²,37 м²,1 из 5,,"изолированные, смежные",,раздельный,,требует ремонта,свободная,возможна ипотека,блочный,5,,,,,,от 536 000 ₽ за 53.6 м²,,,,,,,,,,,
5559000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_48_m_610_et._7719662695?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,2,48 м²,13 м²,17 м²,6 из 10,лоджия,изолированные,,совмещенный,,косметический,свободная,,кирпичный,10,1,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,,от 206 000 ₽ за 48 м²,,2008,газ,,,,,,,,
6600000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_611_m_1010_et._7357503493?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,3,61.1 м²,8 м²,38.1 м²,10 из 10,лоджия,изолированные,,раздельный,"во двор, на улицу",косметический,свободная,,кирпичный,10,1,,,,,от 262 000 ₽ за 61.1 м²,кухня,,,,,,,,,,
8158600,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_509_m_1425_et._4222851904?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,50.9 м²,9.7 м²,,14 из 25,,,2.7 м,,,,,,кирпичный,25,,,,"подземная, открытая во дворе",гардеробная,,,,,предчистовая,Квартал «Спутник-1»,Дом 17.7.1,ДДУ по ФЗ 214,Сдача в 1 кв. 2026,,,
2490000,https://www.avito.ru/ekaterinburg/kvartiry/kvartira-studiya_13_m_45_et._7808920583?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,студия,13 м²,,8 м²,4 из 5,,,2.5 м,совмещенный,,косметический,свободная,возможна ипотека,кирпичный,5,,,,,,от 56 000 ₽ за 13 м²,кухня,1966,,,,,,,,,
7500000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_747_m_99_et._7591247931?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,2,74.7 м²,21.2 м²,28.3 м²,9 из 9,,изолированные,2.7 м,совмещенный,во двор,требует ремонта,свободная,возможна ипотека,монолитный,9,нет,1,,,,от 747 000 ₽ за 74.7 м²,,2025,,,,,,,,,
4100000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_269_m_15_et._7767232010?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,26.9 м²,4.9 м²,14.8 м²,1 из 5,,,,совмещенный,"на улицу, на солнечную сторону",евро,свободная,возможна ипотека,панельный,5,,,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды",,,,,,,,,,
6180000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_64_m_89_et._7700113933?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,3,64 м²,8 м²,40 м²,8 из 9,лоджия,изолированные,,раздельный,,косметический,свободная,возможна ипотека,панельный,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,,от 274 000 ₽ за 64 м²,"кухня, хранение одежды, спальные места",1984,,,,,,,,,
5802600,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_305_m_2425_et._7719269825?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,30.5 м²,,,24 из 25,,,,,,,,,монолитный,25,,,,,,,,,,предчистовая,ЖК «Галерея»,ГП 2,ДДУ по ФЗ 214,Сдача в 4 кв. 2027,,,
4300000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_424_m_45_et._7599460977?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,2,42.4 м²,6.6 м²,26.1 м²,4 из 5,балкон,изолированные,2.6 м,раздельный,"во двор, на улицу",требует ремонта,свободная,,панельный,5,нет,нет,детская площадка,открытая во дворе,,,,1971,газ,,,,,,есть,,да
3500000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_44_m_25_et._7546128442?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,2,44 м²,6 м²,18 м²,2 из 5,,смежные,2.5 м,раздельный,,косметический,свободная,,панельный,5,,,,,,от 189 000 ₽ за 44 м²,,,,,,,,,,,
5000000,https://www.avito.ru/ekaterinburg/kvartiry/4-k._kvartira_64_m_99_et._7596159869?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,4,64 м²,8 м²,50 м²,9 из 9,балкон,изолированные,,раздельный,,косметический,свободная,,панельный,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,,,,1977,газ,,,,,,,,
5200000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_473_m_19_et._7704801875?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,2,47.3 м²,10 м²,,1 из 9,лоджия,"изолированные, смежные",,совмещенный,на улицу,косметический,свободная,возможна ипотека,панельный,9,1,,закрытая территория,,,от 203 000 ₽ за 47.3 м²,"кухня, хранение одежды",1984,,,,,,,,холодильник,
4450000,https://www.avito.ru/ekaterinburg/kvartiry/kvartira-studiya_414_m_2132_et._7254303114?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,студия,41.4 м²,,,21 из 32,лоджия,,,совмещенный,,косметический,свободная,возможна ипотека,панельный,32,1,1,,,,от 177 000 ₽ за 41.4 м²,кухня,,,,,,,,,,
4672100,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_369_m_1226_et._7717977431?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,36.9 м²,17.2 м²,10.6 м²,12 из 26,лоджия,,2.6 м,совмещенный,"во двор, на улицу",требует ремонта,свободная,возможна ипотека,монолитный,26,1,1,"закрытая территория, детская площадка, спортивная площадка","наземная многоуровневая, за шлагбаумом во дворе",панорамные окна,,,2024,консьерж,,,,,,,,
32990000,https://www.avito.ru/ekaterinburg/kvartiry/4-k._kvartira_1356_m_930_et._7536278231?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,4,135.6 м²,15 м²,70 м²,9 из 30,лоджия,изолированные,2.7 м,совмещенный,во двор,дизайнерский,свободная,возможна ипотека,монолитный,30,2,2,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,,,,,,,
7600000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_532_m_724_et._7627515243?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,2,53.2 м²,14 м²,21 м²,7 из 24,лоджия,изолированные,,совмещенный,,,переуступка,,монолитный,24,2,1,"закрытая территория, детская площадка, спортивная площадка",,,от 649 000 ₽ за 53.2 м²,,,,предчистовая,ЖК «Основинские кварталы»,"Дом 4, 1 очередь",ДДУ по ФЗ 214,Сдача в 1 кв. 2026,,,
5300000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_434_m_25_et._7778713614?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,2,43.4 м²,6 м²,27 м²,2 из 5,балкон,смежные,,совмещенный,во двор,косметический,альтернативная,возможна ипотека,кирпичный,5,,,,,,от 186 000 ₽ за 43.4 м²,"кухня, хранение одежды",1976,,,,,,,,,
32999000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_1392_m_714_et._7704725497?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,3,139.2 м²,27 м²,92 м²,7 из 14,лоджия,изолированные,3 м,совмещенный,на улицу,дизайнерский,свободная,возможна ипотека,монолитно-кирпичный,14,1,1,,подземная,,,,2008,,,,,,,,,
14500000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_892_m_412_et._7485902113?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,3,89.2 м²,32.9 м²,35.2 м²,4 из 12,балкон,изолированные,2.8 м,раздельный,,косметический,свободная,возможна ипотека,кирпичный,12,1,1,,открытая во дворе,,от 382 000 ₽ за 89.2 м²,,2010,,,,,,,,,
7999000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_565_m_56_et._7204846789?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,2,56.5 м²,5.8 м²,36 м²,5 из 6,балкон,изолированные,3 м,раздельный,"во двор, на улицу",косметический,свободная,возможна ипотека,кирпичный,6,,,закрытая территория,,,от 242 000 ₽ за 56.5 м²,,,,,,,,,,,
4900000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_36_m_29_et._7720458988?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,36 м²,7 м²,21 м²,2 из 9,,,,совмещенный,"на улицу, на солнечную сторону",евро,свободная,возможна ипотека,кирпичный,9,1,нет,"закрытая территория, детская площадка",за шлагбаумом во дворе,,,"кухня, спальные места",1965,,,,,,,,,
6500000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_485_m_812_et._7707491677?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,2,48.5 м²,9 м²,28 м²,8 из 12,лоджия,изолированные,2.5 м,раздельный,во двор,требует ремонта,свободная,возможна ипотека,кирпичный,12,1,1,детская площадка,открытая во дворе,,от 485 000 ₽ за 48.5 м²,"кухня, хранение одежды, спальные места",2007,,,,,,,,"холодильник, стиральная машина",
3700000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_30_m_35_et._7314396211?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,30 м²,6 м²,18 м²,3 из 5,балкон,,,совмещенный,,косметический,альтернативная,возможна ипотека,блочный,5,нет,нет,детская площадка,открытая во дворе,,от 129 000 ₽ за 30 м²,,1972,газ,,,,,,,,
37000000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_1231_m_2121_et._7577073813?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,3,123.1 м²,15 м²,80 м²,21 из 21,"балкон, лоджия",изолированные,,совмещенный,"во двор, на улицу",дизайнерский,свободная,,монолитный,21,,,,,,,,,,,,,,,,"кондиционер, холодильник, водонагреватель",
7899000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_43_m_89_et._7716676495?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,43 м²,11 м²,23 м²,8 из 9,лоджия,,2.9 м,совмещенный,во двор,евро,свободная,возможна ипотека,кирпичный,9,2,1,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",гардеробная,,"кухня, хранение одежды, спальные места",2013,консьерж,,,,,,есть,"кондиционер, холодильник, стиральная машина",
27000000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_886_m_117_et._7732957393?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,3,88.6 м²,24 м²,48 м²,1 из 17,,"изолированные, смежные",6 м,"совмещенный, раздельный",во двор,дизайнерский,альтернативная,,монолитный,17,4,2,закрытая территория,,,,"кухня, хранение одежды",2021,консьерж,,,,,,,"холодильник, посудомоечная машина",
9350000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_80_m_917_et._7809212731?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,3,80 м²,12 м²,50 м²,9 из 17,лоджия,изолированные,,раздельный,"во двор, на улицу, на солнечную сторону",евро,альтернативная,возможна ипотека,монолитный,17,2,2,"детская площадка, спортивная площадка","подземная, открытая во дворе",,,"кухня, хранение одежды, спальные места",2013,,,,,,,есть,,
7400000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_419_m_2528_et._7303732262?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,2,41.9 м²,18 м²,,25 из 28,,изолированные,,совмещенный,во двор,косметический,свободная,,монолитный,28,2,2,закрытая территория,,,от 180 000 ₽ за 41.9 м²,кухня,2024,,,,,,,,,
7200000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_426_m_826_et._7748092078?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,42.6 м²,12 м²,,8 из 26,лоджия,,2.6 м,совмещенный,во двор,косметический,свободная,возможна ипотека,монолитный,26,1,1,закрытая территория,,,от 183 000 ₽ за 42.6 м²,кухня,2015,,,,,,,,,
3830000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_382_m_416_et._7332575817?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,38.2 м²,9.5 м²,17.1 м²,4 из 16,лоджия,,,раздельный,во двор,косметический,свободная,возможна ипотека,панельный,16,1,1,,,,от 164 000 ₽ за 38.2 м²,"кухня, хранение одежды",2008,,,,,,,,холодильник,
4650000,https://www.avito.ru/ekaterinburg/kvartiry/kvartira-studiya_322_m_325_et._7768011774?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,студия,32.2 м²,,12 м²,3 из 25,лоджия,,,совмещенный,"во двор, на улицу",косметический,свободная,возможна ипотека,монолитно-кирпичный,25,2,2,,открытая во дворе,,,,2023,,,,,,,,,
3700000,https://www.avito.ru/ekaterinburg/kvartiry/kvartira-studiya_273_m_214_et._7587734504?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,студия,27.3 м²,,11.9 м²,2 из 14,,,,совмещенный,на улицу,,договор долевого участия,возможна ипотека,монолитно-кирпичный,14,2,нет,,,,,,,,предчистовая,ЖК «Бодровский»,,ДДУ по ФЗ 214,Сдача в 3 кв. 2027,,,
4999000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_465_m_1525_et._7750475771?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,46.5 м²,10 м²,21 м²,15 из 25,лоджия,,2.8 м,совмещенный,"во двор, на улицу",косметический,свободная,возможна ипотека,монолитный,25,4,4,"детская площадка, спортивная площадка",открытая во дворе,панорамные окна,,,2023,,,,,,,,,
4680000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_387_m_725_et._3403401384?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,1,38.7 м²,11 м²,14.1 м²,7 из 25,лоджия,,2.7 м,,,,,,монолитный,25,,,,,,,,,,чистовая,ЖК «Старт»,Дом 1,ДДУ по ФЗ 214,Сдача в 1 кв. 2026,,,
10100000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_74_m_78_et._7583588815?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLZ09uVTNBZEJsR3JpVVVtIjt9eye_fT8AAAA,3,74 м²,11 м²,43 м²,7 из 8,лоджия,изолированные,2.7 м,"совмещенный, раздельный",на улицу,косметический,свободная,возможна ипотека,кирпичный,8,,1,,,,,,,,,,,,,,,
