Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Тип комнат,Высота потолков,Санузел,Окна,Ремонт,Способ продажи,Вид сделки,Тип дома,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Дополнительно,Стоимость ремонта,Мебель,Год постройки,В доме,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Тёплый пол,Техника,Запланирован снос
4230000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_375_m_516_et._7770183213?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,37.5 м²,12.9 м²,14.4 м²,5 из 16,лоджия,,2.5 м,совмещенный,,,,,монолитно-кирпичный,16,1,1,,,,,,,,,ЖК «Абрикос»,"Секция 2.3, 2.4 (2 этап)",другое,Сдан 4 кв. 2022,,,
19900000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_76_m_712_et._4081500122?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,76 м²,12 м²,42 м²,7 из 12,лоджия,изолированные,2.7 м,раздельный,"во двор, на улицу",дизайнерский,свободная,возможна ипотека,монолитный,12,1,,,подземная,,,,,,,,,,,,,
5750000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_583_m_69_et._4403091893?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,3,58.3 м²,6.7 м²,36.4 м²,6 из 9,балкон,изолированные,,раздельный,"во двор, на улицу",косметический,свободная,возможна ипотека,панельный,9,1,нет,,,,,,,,,,,,,,,
4930000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_494_m_310_et._7732055497?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,49.4 м²,10 м²,37 м²,3 из 10,лоджия,изолированные,,раздельный,,косметический,свободная,возможна ипотека,кирпичный,10,1,нет,"детская площадка, спортивная площадка",открытая во дворе,,от 212 000 ₽ за 49.4 м²,"кухня, хранение одежды",2006,,,,,,,,,
2850000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_436_m_45_et._7521955882?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,43.6 м²,6 м²,27.5 м²,4 из 5,балкон,изолированные,,раздельный,во двор,требует ремонта,свободная,возможна ипотека,панельный,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,,от 436 000 ₽ за 43.6 м²,,1978,,,,,,,,,
6999000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_59_m_2024_et._7503346937?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,59 м²,9 м²,30 м²,20 из 24,лоджия,изолированные,2.7 м,совмещенный,во двор,евро,свободная,возможна ипотека,монолитный,24,2,2,"закрытая территория, детская площадка, спортивная площадка","наземная многоуровневая, открытая во дворе",гардеробная,,"кухня, хранение одежды, спальные места",2016,,,,,,,,,
5700000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_438_m_1010_et._7778088000?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,43.8 м²,12 м²,18 м²,10 из 10,лоджия,,,,во двор,евро,свободная,возможна ипотека,монолитный,10,1,1,,,,,кухня,2015,,,,,,,,,
6798000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_41_m_325_et._4437547532?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,41 м²,16 м²,18 м²,3 из 25,лоджия,,,совмещенный,,косметический,свободная,возможна ипотека,монолитный,25,2,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе",,от 176 000 ₽ за 41 м²,,2024,консьерж,,,,,,,,
6170000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_399_m_910_et._7655483905?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,39.9 м²,17 м²,21.4 м²,9 из 10,балкон,изолированные,1.6 м,совмещенный,во двор,косметический,свободная,возможна ипотека,монолитно-кирпичный,10,1,нет,,,,от 171 000 ₽ за 39.9 м²,,2025,,,,,,,,,
10800000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_639_m_2125_et._7759013599?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,639 м²,8 м²,40 м²,21 из 25,балкон,изолированные,,совмещенный,на солнечную сторону,требует ремонта,свободная,возможна ипотека,монолитный,25,2,1,"детская площадка, спортивная площадка","подземная, наземная многоуровневая, открытая во дворе",гардеробная,,,2025,консьерж,,,,,,,,
6990000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_478_m_412_et._7741703963?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,47.8 м²,7.1 м²,,4 из 12,лоджия,изолированные,2.7 м,раздельный,,евро,свободная,возможна ипотека,панельный,12,1,1,,открытая во дворе,,,,1981,,,,,,,,,
6250000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_324_m_29_et._7768335800?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,32.4 м²,7 м²,15 м²,2 из 9,балкон,,2.7 м,совмещенный,во двор,косметический,альтернативная,,кирпичный,9,1,,,,,от 139 000 ₽ за 32.4 м²,"кухня, хранение одежды",1989,,,,,,,,,
10785350,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_712_m_1325_et._4222949225?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,3,71.2 м²,13.7 м²,,13 из 25,,изолированные,2.7 м,,,,,,кирпичный,25,,,,"подземная, открытая во дворе",гардеробная,,,,,предчистовая,Квартал «Спутник-1»,Дом 17.7.1,ДДУ по ФЗ 214,Сдача в 1 кв. 2026,,,
5900000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_303_m_25_et._7684381364?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,30.3 м²,6 м²,,2 из 5,,,,совмещенный,,косметический,свободная,возможна ипотека,блочный,5,нет,нет,"закрытая территория, детская площадка, спортивная площадка",,,от 130 000 ₽ за 30.3 м²,,1960,газ,,,,,,,,
5802600,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_305_m_1825_et._7719674204?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,30.5 м²,,,18 из 25,,,,,,,,,монолитный,25,,,,,,,,,,предчистовая,ЖК «Галерея»,ГП 2,ДДУ по ФЗ 214,Сдача в 4 кв. 2027,,,
6299999,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_42_m_624_et._7415266550?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,42 м²,12.5 м²,16 м²,6 из 24,лоджия,,,совмещенный,во двор,косметический,свободная,возможна ипотека,монолитный,24,3,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе, за шлагбаумом во дворе",,от 180 000 ₽ за 42 м²,"кухня, хранение одежды, спальные места",2012,,,,,,,,"кондиционер, стиральная машина, посудомоечная машина",
5990000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_788_m_35_et._7801202052?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,3,78.8 м²,7.7 м²,48.3 м²,3 из 5,балкон,изолированные,3.2 м,раздельный,"во двор, на улицу",требует ремонта,свободная,,кирпичный,5,,,,,,,,1957,,,,,,,,,
2750000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_22_m_39_et._7768090208?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,22 м²,5 м²,12 м²,3 из 9,,,2.5 м,совмещенный,во двор,евро,свободная,,блочный,9,1,,,,,,"кухня, хранение одежды",1976,мусоропровод,,,,,,,,
4100000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_288_m_25_et._7588345423?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,28.8 м²,5.9 м²,15.8 м²,2 из 5,балкон,,2.5 м,совмещенный,во двор,косметический,свободная,возможна ипотека,монолитный,5,,,,,,от 123 000 ₽ за 28.8 м²,"кухня, хранение одежды",1968,,,,,,,,холодильник,
24500000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_1227_m_1230_et._7361303828?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,3,122.7 м²,25 м²,79 м²,12 из 30,лоджия,смежные,2.9 м,раздельный,"во двор, на улицу",требует ремонта,свободная,,монолитный,30,3,нет,,,,,,2023,,,,,,,,,
8400000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_559_m_2225_et._7799774686?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,55.9 м²,11.2 м²,44.7 м²,22 из 25,балкон,изолированные,2.7 м,раздельный,на улицу,евро,свободная,возможна ипотека,монолитный,25,1,1,,,,,,2020,,,,,,,,,
8500000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_544_m_35_et._7677457338?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,54.4 м²,10 м²,30.2 м²,3 из 5,лоджия,изолированные,2.6 м,раздельный,"во двор, на улицу",косметический,свободная,,монолитный,5,4,,закрытая территория,,,от 233 000 ₽ за 54.4 м²,,2019,мусоропровод,,,,,,,,
5000000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_415_m_2327_et._4635514931?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,41.5 м²,12 м²,18.5 м²,23 из 27,лоджия,,2.5 м,совмещенный,"во двор, на солнечную сторону",требует ремонта,свободная,возможна ипотека,монолитный,27,3,1,"закрытая территория, детская площадка, спортивная площадка",подземная,,от 415 000 ₽ за 41.5 м²,,2024,консьерж,,,,,,,,
6850000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._apartamenty_762_m_1616_et._7336715101?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,76.2 м²,36.5 м²,13.5 м²,16 из 16,лоджия,изолированные,6 м,раздельный,на улицу,евро,свободная,,монолитный,16,1,1,,,,,"кухня, хранение одежды",2015,,,,,,,,холодильник,
14205000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_462_m_330_et._7762611776?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,46.2 м²,10 м²,23 м²,3 из 30,лоджия,,,совмещенный,,евро,свободная,,монолитно-кирпичный,30,1,2,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,2023,консьерж,,,,,,,,
7700000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_627_m_49_et._7394254421?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,3,62.7 м²,8.1 м²,39.8 м²,4 из 9,лоджия,изолированные,,раздельный,во двор,евро,альтернативная,,панельный,9,1,1,,,,,,,,,,,,,,,
4490000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_56_m_79_et._7431082222?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,56 м²,9 м²,36 м²,7 из 9,балкон,изолированные,,совмещенный,,косметический,свободная,,кирпичный,9,1,1,детская площадка,открытая во дворе,,от 240 000 ₽ за 56 м²,,,,,,,,,,,
2700000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_23_m_25_et._7758139459?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,23 м²,4 м²,19 м²,2 из 5,балкон,"изолированные, смежные",,совмещенный,,косметический,свободная,возможна ипотека,кирпичный,5,,,,,,от 99 000 ₽ за 23 м²,,,,,,,,,,,
5850000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_325_m_2024_et._7591310692?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,1,32.5 м²,15.6 м²,9.1 м²,20 из 24,,,2.6 м,совмещенный,во двор,требует ремонта,свободная,возможна ипотека,монолитно-кирпичный,24,1,1,,,,от 325 000 ₽ за 32.5 м²,,2025,,,,,,,,,
4750000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_45_m_55_et._7809150719?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,45 м²,6 м²,29 м²,5 из 5,балкон,смежные,2.5 м,совмещенный,,косметический,свободная,возможна ипотека,блочный,5,нет,нет,детская площадка,"открытая во дворе, за шлагбаумом во дворе",,от 193 000 ₽ за 45 м²,,1959,,,,,,,,,
4850000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_423_m_55_et._7364886161?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,42.3 м²,5.9 м²,18.2 м²,5 из 5,балкон,"изолированные, смежные",2.5 м,совмещенный,,косметический,свободная,возможна ипотека,кирпичный,5,,,закрытая территория,,,от 181 000 ₽ за 42.3 м²,кухня,1963,,,,,,,,,
11000000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_545_m_1216_et._7523092272?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJrUFNWUmdyNGp6RUpaQ3h6Ijt9eyF2PD8AAAA,2,54.5 м²,13.2 м²,24.6 м²,12 из 16,,изолированные,,раздельный,на улицу,евро,свободная,возможна ипотека,монолитный,16,1,1,,,,,,2023,,,,,,,,,
5750000,https://www.avito.ru/ekaterinburg/kvartiry/3-k._kvartira_583_m_69_et._4403091893?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwMlNzUERDdHdQeVo0REkzIjt9lHLHzD8AAAA,3,58.3 м²,6.7 м²,36.4 м²,6 из 9,балкон,изолированные,,раздельный,"во двор, на улицу",косметический,свободная,возможна ипотека,панельный,9,1,нет,,,,,,,,,,,,,,,
19900000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_76_m_712_et._4081500122?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwMlNzUERDdHdQeVo0REkzIjt9lHLHzD8AAAA,2,76 м²,12 м²,42 м²,7 из 12,лоджия,изолированные,2.7 м,раздельный,"во двор, на улицу",дизайнерский,свободная,возможна ипотека,монолитный,12,1,,,подземная,,,,,,,,,,,,,
5400000,https://www.avito.ru/ekaterinburg/kvartiry/1-k._kvartira_379_m_1731_et._3403240492?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwMlNzUERDdHdQeVo0REkzIjt9lHLHzD8AAAA,1,37.9 м²,14.3 м²,10.7 м²,17 из 31,лоджия,,,,,,договор долевого участия,возможна ипотека,монолитный,31,,,,,,,,,,без отделки,Проект-достояние «Русь»,Дом 3 (Квартал 2),другое,Сдан 3 кв. 2025,,,
5100000,https://www.avito.ru/ekaterinburg/kvartiry/2-k._kvartira_61_m_23_et._4591598977?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwMlNzUERDdHdQeVo0REkzIjt9lHLHzD8AAAA,2,61 м²,9 м²,34 м²,2 из 3,,изолированные,3 м,раздельный,"во двор, на улицу",косметический,свободная,возможна ипотека,блочный,3,нет,нет,детская площадка,открытая во дворе,,,кухня,,газ,,,,,,,,
